Author ID,Paper ID,Title,Author Name
brac_author_642,brac_paper_250,Suraiya Tairin,Tanzila Chowdhury
brac_author_643,brac_paper_251,Farhana Murtaza Choudhury,N. I. Tripto
brac_author_644,brac_paper_251,Farhana Murtaza Choudhury,M. Nahar
brac_author_60,brac_paper_251,Farhana Murtaza Choudhury,Mohammed Eunus Ali
brac_author_645,brac_paper_252,Elsevier Journal on Big Data Research,SMARTLET: A Dynamic Architecture for Real Time Face Recognition in Smartphone Using Cloudlets
brac_author_646,brac_paper_252,Elsevier Journal on Big Data Research,Cloud
brac_author_647,brac_paper_253,ACM Transactions on Accessible Computing (TACCESS,Towards devising a low-cost
brac_author_648,brac_paper_253,ACM Transactions on Accessible Computing (TACCESS,easy-to-use arithmetic learning framework for economically less-privileged visually impaired children
brac_author_166,brac_paper_254,112,Journal of Network
brac_author_649,brac_paper_254,112,Computer Applications
brac_author_17,brac_paper_255,Gene tree parsimony for incomplete gene trees: addressing true biological loss,Md Shamsuzzoha Bayzid
brac_author_650,brac_paper_255,Gene tree parsimony for incomplete gene trees: addressing true biological loss,Tandy Warnow
brac_author_651,brac_paper_256,Computing,Policy expressions
brac_author_652,brac_paper_256,Computing,the bottom-up design of computing policies
brac_author_653,brac_paper_257,Interactive,Privacy-Enhanced
brac_author_654,brac_paper_257,Interactive,Personalised Location Based Services with Quality Guarantee
brac_author_619,brac_paper_258,Journal of Network and Computer Applications,Performance Modeling
brac_author_655,brac_paper_258,Journal of Network and Computer Applications,Comparison of NFV Integrated with SDN: Under or Aside?
brac_author_656,brac_paper_259,10,Journal of Network Protocols
brac_author_309,brac_paper_259,10,Algorithms
brac_author_657,brac_paper_260,Journal of Telecommunication Systems,Survivability
brac_author_658,brac_paper_260,Journal of Telecommunication Systems,Scalability of Space Networks: A survey
brac_author_60,brac_paper_261,12,Mohammed Eunus Ali
brac_author_659,brac_paper_261,12,The Flexible Socio Spatial Group Queries
brac_author_660,brac_paper_261,12,PVLDB
brac_author_60,brac_paper_262,Farhana M. Choudhury,Mohammed Eunus Ali
brac_author_661,brac_paper_262,Farhana M. Choudhury,Shadman Saqib Eusuf
brac_author_662,brac_paper_262,Farhana M. Choudhury,Kaysar Abdullah
brac_author_523,brac_paper_263,Journal of Computer Engineering,A. H. M. Kamal
brac_author_577,brac_paper_263,Journal of Computer Engineering,Mohammad Mahfuzul Islam
brac_author_663,brac_paper_263,Journal of Computer Engineering,A New Histogram-Shifting-Imitated Embedding Scheme
brac_author_664,brac_paper_264,Asma Akter Maria,Chinmay Bepery
brac_author_577,brac_paper_264,Asma Akter Maria,Mohammad Mahfuzul Islam
brac_author_665,brac_paper_264,Asma Akter Maria,Md. Mahbubur Rahman
brac_author_666,brac_paper_265,Solving Transit Network Design Problem Using Many-Objective Evolutionary Approach,M. A. Nayeem
brac_author_667,brac_paper_265,Solving Transit Network Design Problem Using Many-Objective Evolutionary Approach,Md. Monirul Islam
brac_author_668,brac_paper_265,Solving Transit Network Design Problem Using Many-Objective Evolutionary Approach,Xin Yao
brac_author_669,brac_paper_266,Lior Pachter,A. H. Rahman
brac_author_670,brac_paper_266,Lior Pachter,Ingilief Hallgrimsdottir
brac_author_671,brac_paper_266,Lior Pachter,Michael Eisen
brac_author_672,brac_paper_267,Li-Wen Pan,M. R. Hera
brac_author_673,brac_paper_267,Li-Wen Pan,Amatur Rahman
brac_author_674,brac_paper_267,Li-Wen Pan,Hua-Jun Hong
brac_author_675,brac_paper_268,Journal of Network and Computer Applications (JNCA),Maximizing Heterogeneous Coverage in Over
brac_author_676,brac_paper_268,Journal of Network and Computer Applications (JNCA),Under Provisioned Visual Sensor Networks
brac_author_677,brac_paper_269,Enumerating Floorplans with Columns,Katsuhisa Yamanaka
brac_author_283,brac_paper_269,Enumerating Floorplans with Columns,Md. Saidur Rahman
brac_author_678,brac_paper_269,Enumerating Floorplans with Columns,Shin-Ichi Nakano
brac_author_282,brac_paper_270,Theoretical Computur Science,Shaheena Sultana
brac_author_283,brac_paper_270,Theoretical Computur Science,Md. Saidur Rahman
brac_author_679,brac_paper_270,Theoretical Computur Science,Realizability of graphs as triangle cover contact graphs
brac_author_558,brac_paper_271,DPP-PseAAC: A DNA-binding protein prediction model using Chou's general PseAAC,Mohammad Saifur Rahman
brac_author_215,brac_paper_271,DPP-PseAAC: A DNA-binding protein prediction model using Chou's general PseAAC,Swakkhar Shatabda
brac_author_639,brac_paper_271,DPP-PseAAC: A DNA-binding protein prediction model using Chou's general PseAAC,Sanjay Saha
brac_author_640,brac_paper_271,DPP-PseAAC: A DNA-binding protein prediction model using Chou's general PseAAC,M. Kaykobad
brac_author_180,brac_paper_271,DPP-PseAAC: A DNA-binding protein prediction model using Chou's general PseAAC,M. Sohel Rahman
brac_author_523,brac_paper_272,An image distortion-based enhanced embedding scheme,A. H. M. Kamal
brac_author_577,brac_paper_272,An image distortion-based enhanced embedding scheme,Mohammad Mahfuzul Islam
brac_author_680,brac_paper_273,Journal of Theoretical Biology,RBSURFpred: Modeling Protein Accessible Surface Area in Real
brac_author_681,brac_paper_273,Journal of Theoretical Biology,Binary Space using Regularized
brac_author_682,brac_paper_273,Journal of Theoretical Biology,Optimized Regression
brac_author_683,brac_paper_274,69,Computational Geometry: Theory
brac_author_603,brac_paper_274,69,Applications
brac_author_558,brac_paper_275,M. Sohel Rahman,Mohammad Saifur Rahman
brac_author_684,brac_paper_275,M. Sohel Rahman,Md. Yusuf Sarwar Uddin
brac_author_685,brac_paper_275,M. Sohel Rahman,Tahmid Hasan
brac_author_686,brac_paper_276,Artificial Intelligence in Medicine,isGPT: An optimized model to identify sub-Golgi protein types using SVM
brac_author_687,brac_paper_276,Artificial Intelligence in Medicine,Random Forest based feature selection
brac_author_688,brac_paper_277,Mohammed Atiquzzaman,Shaikh Shahriar Hassan
brac_author_689,brac_paper_277,Mohammed Atiquzzaman,Soumik Das Bibon
brac_author_26,brac_paper_277,Mohammed Atiquzzaman,Md. Shohrab Hossain
brac_author_604,brac_paper_278,36.000000,Swarm
brac_author_690,brac_paper_278,36.000000,evolutionary computation
brac_author_166,brac_paper_279,100.000000,Journal of Network
brac_author_649,brac_paper_279,100.000000,Computer Applications
brac_author_691,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Kezban Dilek Onal
brac_author_692,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Ye Zhang
brac_author_693,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Ismail Sengor Altingovde
brac_author_694,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Md. Mustafizur Rahman
brac_author_695,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Pinar Karagoz
brac_author_696,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Alex Braylan
brac_author_697,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Brandon Dang
brac_author_698,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Heng-Lu Chang
brac_author_699,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Henna Kim
brac_author_700,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Quinten McNamara
brac_author_701,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Aaron Angert
brac_author_702,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Edward Banner
brac_author_703,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Vivek Khetan
brac_author_704,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Tyler McDonnell
brac_author_705,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,An Thanh Nguyen
brac_author_706,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,Dan Xu
brac_author_707,brac_paper_280,Neural Information Retrieval: At the End of the Early Years,
brac_author_708,brac_paper_281,4,International Journal of Advances in Electronics
brac_author_709,brac_paper_281,4,Computer Science
brac_author_710,brac_paper_282,Continuous monitoring of range spatial keyword query over moving objects,Chaluka Salgado
brac_author_125,brac_paper_282,Continuous monitoring of range spatial keyword query over moving objects,Muhammad Aamir Cheema
brac_author_60,brac_paper_282,Continuous monitoring of range spatial keyword query over moving objects,Mohammed Eunus Ali
brac_author_711,brac_paper_283,Mathematics in Computer Science,Palindromic Subsequence Automata
brac_author_712,brac_paper_283,Mathematics in Computer Science,Longest Common Palindromic Subsequence
brac_author_713,brac_paper_284,Mathematics in Computer Science,S. M. Ferdous
brac_author_180,brac_paper_284,Mathematics in Computer Science,M. Sohel Rahman
brac_author_714,brac_paper_284,Mathematics in Computer Science,Solving the Minimum Common String Partition Problem with the Help of Ants
brac_author_715,brac_paper_285,HaVec: An Efficient de Bruijn Graph Construction Algorithm for Genome Assembly,Md Mahfuzer Rahman
brac_author_716,brac_paper_285,HaVec: An Efficient de Bruijn Graph Construction Algorithm for Genome Assembly,Ratul Sharker
brac_author_717,brac_paper_285,HaVec: An Efficient de Bruijn Graph Construction Algorithm for Genome Assembly,Sajib Biswas
brac_author_180,brac_paper_285,HaVec: An Efficient de Bruijn Graph Construction Algorithm for Genome Assembly,M. Sohel Rahman
brac_author_718,brac_paper_286,A spatial agent-based model of Anopheles vagus for malaria epidemiology: examining the impact of vector control interventions,Md. Zahangir Alam
brac_author_719,brac_paper_286,A spatial agent-based model of Anopheles vagus for malaria epidemiology: examining the impact of vector control interventions,S. M. Niaz Arifin
brac_author_720,brac_paper_286,A spatial agent-based model of Anopheles vagus for malaria epidemiology: examining the impact of vector control interventions,Hasan Mohammad Al-Amin
brac_author_721,brac_paper_286,A spatial agent-based model of Anopheles vagus for malaria epidemiology: examining the impact of vector control interventions,Mohammad Shafiul Alam
brac_author_180,brac_paper_286,A spatial agent-based model of Anopheles vagus for malaria epidemiology: examining the impact of vector control interventions,M. Sohel Rahman
brac_author_722,brac_paper_287,PLOS One,CRISPRpred: A flexible
brac_author_723,brac_paper_287,PLOS One,efficient tool for sgRNAs on-target activity prediction in CRISPR/Cas9 systems
brac_author_724,brac_paper_288,Scientific Reports,iDTI-ESBoost: Identification of Drug Target Interaction Using Evolutionary
brac_author_725,brac_paper_288,Scientific Reports,Structural Features with Boosting
brac_author_726,brac_paper_289,CSI Transactions on ICT,Parallelized
brac_author_727,brac_paper_289,CSI Transactions on ICT,distributed task based ontology matching in clustering environment with semantic verification
brac_author_728,brac_paper_290,Md. Towfiqur Rahman,Shahadat Uddin
brac_author_729,brac_paper_290,Md. Towfiqur Rahman,Nazim Choudhury
brac_author_730,brac_paper_290,Md. Towfiqur Rahman,S. M. Farhad
brac_author_731,brac_paper_291,International Journal of Computer Applications,Tamanna Afroze
brac_author_730,brac_paper_291,International Journal of Computer Applications,S. M. Farhad
brac_author_732,brac_paper_291,International Journal of Computer Applications,Temperature Sensitive Microarchitecture Design Circuit Design
brac_author_733,brac_paper_292,J. Graph Algorithms Appl.,A Necessary Condition
brac_author_734,brac_paper_292,J. Graph Algorithms Appl.,a Sufficient Condition for Pairwise Compatibility Graphs
brac_author_735,brac_paper_293,Haiying Shen,Husnu S. Narman
brac_author_26,brac_paper_293,Haiying Shen,Md. Shohrab Hossain
brac_author_29,brac_paper_293,Haiying Shen,Mohammed Atiquzzaman
brac_author_736,brac_paper_294,Journal of Advances in Information Technology (JAIT ISSN:1798-2340),Measurement of Vital Signs with Non-invasive
brac_author_737,brac_paper_294,Journal of Advances in Information Technology (JAIT ISSN:1798-2340),Wireless Sensing Technologies
brac_author_738,brac_paper_294,Journal of Advances in Information Technology (JAIT ISSN:1798-2340),Health Monitoring
brac_author_739,brac_paper_295,Pervasive and Mobile Computing (PMC),A Crowd Enabled Approach for Processing Nearest Neighbor
brac_author_740,brac_paper_295,Pervasive and Mobile Computing (PMC),Range Queries in Incomplete Databases with Accuracy Guarantee
brac_author_741,brac_paper_296,Samiha Samrose,Subarna Chowdhury Soma
brac_author_124,brac_paper_296,Samiha Samrose,Tanzima Hashem
brac_author_125,brac_paper_296,Samiha Samrose,Muhammad Aamir Cheema
brac_author_523,brac_paper_297,Enhancing embedding capacity and stego image quality by employing multi predictors,A. H. M. Kamal
brac_author_577,brac_paper_297,Enhancing embedding capacity and stego image quality by employing multi predictors,Mohammad Mahfuzul Islam
brac_author_742,brac_paper_298,International Journal of Environmental Science and Development,Rainwater Harvesting System: An Approach for Optimum Tank Size Design
brac_author_743,brac_paper_298,International Journal of Environmental Science and Development,Assessment of Efficiency
brac_author_51,brac_paper_299,Ahasanul Haque,Raqeebir Rab
brac_author_744,brac_paper_299,Ahasanul Haque,Shaheed Ahmed Dewan Sagar
brac_author_745,brac_paper_299,Ahasanul Haque,Nazmus Sakib
brac_author_746,brac_paper_300,Evaluating summary methods for multi-locus species tree estimation in the presence of incomplete lineage sorting,Siavash Mirarab
brac_author_479,brac_paper_300,Evaluating summary methods for multi-locus species tree estimation in the presence of incomplete lineage sorting,Md. Shamsuzzoha Bayzid
brac_author_747,brac_paper_300,Evaluating summary methods for multi-locus species tree estimation in the presence of incomplete lineage sorting,and Tandy Warnow
brac_author_748,brac_paper_301,Modelling direct marketing campaign on social networks,Safique Ahmed Faruque
brac_author_749,brac_paper_301,Modelling direct marketing campaign on social networks,Mossa. Anisa Khatun
brac_author_283,brac_paper_301,Modelling direct marketing campaign on social networks,Md. Saidur Rahman
brac_author_523,brac_paper_302,Enhancing the performance of the data embedment process through encoding errors,A. H. M. Kamal
brac_author_577,brac_paper_302,Enhancing the performance of the data embedment process through encoding errors,Mohammad Mahfuzul Islam
brac_author_750,brac_paper_303,E. Torng,C. S. Hyder
brac_author_118,brac_paper_303,E. Torng,A. B. M. A. A. Islam
brac_author_751,brac_paper_303,E. Torng,L. Xiao
brac_author_752,brac_paper_304,AlphaRoute: Routing on Names,Reaz Ahmed
brac_author_753,brac_paper_304,AlphaRoute: Routing on Names,Md. Faizul Bari
brac_author_754,brac_paper_304,AlphaRoute: Routing on Names,Shihabur Rahman Chowdhury
brac_author_755,brac_paper_304,AlphaRoute: Routing on Names,Md. Golam Rabbani
brac_author_756,brac_paper_304,AlphaRoute: Routing on Names,Raouf Boutaba
brac_author_757,brac_paper_304,AlphaRoute: Routing on Names,Bertrand Mathieu
brac_author_758,brac_paper_305,13,IEEE Transactions on Network
brac_author_759,brac_paper_305,13,Service Management
brac_author_760,brac_paper_306,Md. Shohrab Hossain,M. Y. Aalsalem
brac_author_761,brac_paper_306,Md. Shohrab Hossain,Wazir Z. Khan
brac_author_762,brac_paper_306,Md. Shohrab Hossain,N. M. Saad
brac_author_166,brac_paper_307,63,Journal of Network
brac_author_763,brac_paper_307,63,Computer Application
brac_author_764,brac_paper_308,Journal of Computers in Education,An effective learning
brac_author_765,brac_paper_308,Journal of Computers in Education,teaching model for programming languages
brac_author_766,brac_paper_309,M. Sohel Rahman,Johra Muhammad Moosa
brac_author_767,brac_paper_309,M. Sohel Rahman,Rameen Shakur
brac_author_640,brac_paper_309,M. Sohel Rahman,M. Kaykobad
brac_author_768,brac_paper_310,J. Automata,Enhanced covers of regular
brac_author_769,brac_paper_310,J. Automata,indeterminate strings using prefix tables
brac_author_770,brac_paper_311,Discrete Applied Mathematics,V-order: new combinatorial properties
brac_author_771,brac_paper_311,Discrete Applied Mathematics,a simple comparison algorithm
brac_author_772,brac_paper_312,36,Journal of Visual Communication
brac_author_773,brac_paper_312,36,Image Representation
brac_author_774,brac_paper_313,Group meetup in the presence of obstacles,Nusrat Sultana
brac_author_124,brac_paper_313,Group meetup in the presence of obstacles,Tanzima Hashem
brac_author_775,brac_paper_313,Group meetup in the presence of obstacles,Lars Kulik
brac_author_776,brac_paper_314,Social Netw. Analys. Mining 6,Identifying
brac_author_777,brac_paper_314,Social Netw. Analys. Mining 6,validating personality traits-based homophilies for an egocentric network
brac_author_778,brac_paper_315,2,ACM Trans. Spatial Algorithms
brac_author_611,brac_paper_315,2,Systems
brac_author_779,brac_paper_316,Journal of Computers in Education,Golam Md. Muradul Bashir
brac_author_293,brac_paper_316,Journal of Computers in Education,Abu Sayed Md. Latiful Hoque
brac_author_780,brac_paper_316,Journal of Computers in Education,E-learning of PHP based on the solutions of real-life problems
brac_author_781,brac_paper_317,Md. Humayun Kabir,Md. Mostofa Akbar
brac_author_730,brac_paper_317,Md. Humayun Kabir,S. M. Farhad
brac_author_782,brac_paper_317,Md. Humayun Kabir,Munima Jahan
brac_author_783,brac_paper_318,Computer Languages,Mapping stream programs onto multicore platforms by local search
brac_author_784,brac_paper_318,Computer Languages,genetic algorithm
brac_author_523,brac_paper_319,Boosting up the data hiding rate through multi cycle embedment process,A. H. M. Kamal
brac_author_577,brac_paper_319,Boosting up the data hiding rate through multi cycle embedment process,Mohammad Mahfuzul Islam
brac_author_785,brac_paper_320,Ad Hoc Networks,Analytical modeling of self-pruning
brac_author_786,brac_paper_320,Ad Hoc Networks,an improved probabilistic broadcast for wireless multihop networks
brac_author_787,brac_paper_321,Impact Factor: 2.33,Journal of Networking
brac_author_788,brac_paper_321,Impact Factor: 2.33,Computer Applications (JNCA)
brac_author_789,brac_paper_322,M. Samiruzzaman,M. A. R. Azim
brac_author_790,brac_paper_322,M. Samiruzzaman,Costas S. Iliopoulos
brac_author_180,brac_paper_322,M. Samiruzzaman,M. Sohel Rahman
brac_author_787,brac_paper_323,Accepted,Journal of Networking
brac_author_788,brac_paper_323,Accepted,Computer Applications (JNCA)
brac_author_791,brac_paper_324,Theoretical Computer Science,"""An efficient algorithm to detect common ancestor genes for non-overlapping inversion"
brac_author_792,brac_paper_324,Theoretical Computer Science,"applications."""
brac_author_793,brac_paper_325,Enhancing the Robustness of Visual Degradation Based HAM Reversible Data Hiding,Sultana Habiba
brac_author_523,brac_paper_325,Enhancing the Robustness of Visual Degradation Based HAM Reversible Data Hiding,A. H. M. Kamal
brac_author_577,brac_paper_325,Enhancing the Robustness of Visual Degradation Based HAM Reversible Data Hiding,Mohammad Mahfuzul Islam
brac_author_794,brac_paper_326,Computing Covers Using Prefix Tables,Ali Alatabbi
brac_author_180,brac_paper_326,Computing Covers Using Prefix Tables,M. Sohel Rahman
brac_author_795,brac_paper_326,Computing Covers Using Prefix Tables,W.F. Smyth
brac_author_794,brac_paper_327,Algorithms for Longest Common Abelian Factors,Ali Alatabbi
brac_author_796,brac_paper_327,Algorithms for Longest Common Abelian Factors,Alessio Langiu
brac_author_180,brac_paper_327,Algorithms for Longest Common Abelian Factors,M. Sohel Rahman
brac_author_797,brac_paper_328,BMC Research Notes,Absent words
brac_author_798,brac_paper_328,BMC Research Notes,the (dis)similarity analysis of DNA sequences: An Experimental Study
brac_author_799,brac_paper_329,385,Intelligent Systems Technologies
brac_author_603,brac_paper_329,385,Applications
brac_author_800,brac_paper_330,8,International Journal of Information
brac_author_801,brac_paper_330,8,Communication Technology
brac_author_694,brac_paper_331,Xin Yao,Md. Mustafizur Rahman
brac_author_667,brac_paper_331,Xin Yao,Md. Monirul Islam
brac_author_802,brac_paper_331,Xin Yao,Kazuyuki Murase
brac_author_748,brac_paper_332,Modeling direct marketing campaign on social networks,Safique Ahmed Faruque
brac_author_749,brac_paper_332,Modeling direct marketing campaign on social networks,Mossa. Anisa Khatun
brac_author_283,brac_paper_332,Modeling direct marketing campaign on social networks,Md. Saidur Rahman
brac_author_803,brac_paper_333,CoMOGrad and PHOG: From Computer Vision to Fast and Accurate Protein Tertiary Structure Retrieval,Farhana Zaman
brac_author_804,brac_paper_333,CoMOGrad and PHOG: From Computer Vision to Fast and Accurate Protein Tertiary Structure Retrieval,Salman Rakin
brac_author_358,brac_paper_334,A hybrid wireless sensor network framework for range-free event localization,Anindya Iqbal
brac_author_805,brac_paper_334,A hybrid wireless sensor network framework for range-free event localization,ManzurMurshed
brac_author_806,brac_paper_335,Weighted Statistical Binning: enabling statistically consistent genome-scale phylogenetic analyses,Bastien Boussau
brac_author_650,brac_paper_335,Weighted Statistical Binning: enabling statistically consistent genome-scale phylogenetic analyses,Tandy Warnow
brac_author_806,brac_paper_336,Response to Comment on “Statistical binning enables an accurate coalescent-based estimation of the avian tree”,Bastien Boussau
brac_author_650,brac_paper_336,Response to Comment on “Statistical binning enables an accurate coalescent-based estimation of the avian tree”,Tandy Warnow
brac_author_118,brac_paper_337,iTCP: An intelligent TCP with Neural Network Based End-to-End Congestion Control for Ad-hoc Multi-Hop Wireless Mesh Networks,A. B. M. A. A. Islam
brac_author_807,brac_paper_337,iTCP: An intelligent TCP with Neural Network Based End-to-End Congestion Control for Ad-hoc Multi-Hop Wireless Mesh Networks,V. Raghunathan
brac_author_118,brac_paper_338,SymCo: Symbiotic Coexistence of Single and Multi-hop Transmission in Next-Generation Wireless Mesh Networks,A. B. M. A. A. Islam
brac_author_807,brac_paper_338,SymCo: Symbiotic Coexistence of Single and Multi-hop Transmission in Next-Generation Wireless Mesh Networks,V. Raghunathan
brac_author_118,brac_paper_339,SiAc: Simultaneous Activation of Heterogeneous Radios in High Data Rate Multi-Hop Wireless Networks,A. B. M. A. A. Islam
brac_author_807,brac_paper_339,SiAc: Simultaneous Activation of Heterogeneous Radios in High Data Rate Multi-Hop Wireless Networks,V. Raghunathan
brac_author_118,brac_paper_340,Channel assignment techniques for multi-radio wireless mesh networks: A survey,A. B. M. A. A. Islam
brac_author_808,brac_paper_340,Channel assignment techniques for multi-radio wireless mesh networks: A survey,Md. J. Islam
brac_author_809,brac_paper_340,Channel assignment techniques for multi-radio wireless mesh networks: A survey,N. Nurain
brac_author_807,brac_paper_340,Channel assignment techniques for multi-radio wireless mesh networks: A survey,V. Raghunathan
brac_author_810,brac_paper_341,Wireless Personal Communications,Management
brac_author_811,brac_paper_341,Wireless Personal Communications,Analysis of Multi Class Traffic in Single
brac_author_812,brac_paper_341,Wireless Personal Communications,Multi-Band Systems
brac_author_794,brac_paper_342,Inferring an indeterminate string from a prefix graph,Ali Alatabbi
brac_author_180,brac_paper_342,Inferring an indeterminate string from a prefix graph,M. Sohel Rahman
brac_author_795,brac_paper_342,Inferring an indeterminate string from a prefix graph,W.F. Smyth
brac_author_813,brac_paper_343,Land,Landscape Epidemiology Modeling Using an Agent-Based Model
brac_author_814,brac_paper_343,Land,a Geographic Information System
brac_author_60,brac_paper_344,Md Nasim,Mohammed Eunus Ali
brac_author_815,brac_paper_344,Md Nasim,Saif-ul-Islam Khan
brac_author_816,brac_paper_344,Md Nasim,Sharowar Md. Shahriar Khan
brac_author_817,brac_paper_345,Theoretical Computer Science,Md. Iqbal Hossain
brac_author_283,brac_paper_345,Theoretical Computer Science,Md. Saidur Rahman
brac_author_818,brac_paper_345,Theoretical Computer Science,Good spanning trees in graph drawing
brac_author_819,brac_paper_346,Journal of Discrete Algorithms,Prefix
brac_author_820,brac_paper_346,Journal of Discrete Algorithms,suffix transreversals on binary
brac_author_821,brac_paper_346,Journal of Discrete Algorithms,ternary strings
brac_author_822,brac_paper_347,Journal of Discrete Algorithms,Pancake flipping
brac_author_823,brac_paper_347,Journal of Discrete Algorithms,sorting permutations
brac_author_824,brac_paper_348,PLOS One,S.M. Ferdous
brac_author_180,brac_paper_348,PLOS One,M. Sohel Rahman
brac_author_825,brac_paper_348,PLOS One,An Integer Programming Formulation of the Minimum Common String Partition Problem
brac_author_315,brac_paper_349,59,Computational Biology
brac_author_316,brac_paper_349,59,Chemistry
brac_author_826,brac_paper_350,Swakkhar Shatabda,Ahammed Ullah
brac_author_827,brac_paper_350,Swakkhar Shatabda,Nasif Ahmed
brac_author_828,brac_paper_350,Swakkhar Shatabda,Subrata Dey Pappu
brac_author_569,brac_paper_351,DATABASE SYSTEMS JOURNAL,Shahidul Islam Khan
brac_author_293,brac_paper_351,DATABASE SYSTEMS JOURNAL,Abu Sayed Md. Latiful Hoque
brac_author_829,brac_paper_351,DATABASE SYSTEMS JOURNAL,Development of National Health Data Warehouse for Data Mining
brac_author_577,brac_paper_352,Maximizing Network Interruption In Wireless Sensor Network: An Intruder’s Perspective,Mohammad Mahfuzul Islam
brac_author_830,brac_paper_352,Maximizing Network Interruption In Wireless Sensor Network: An Intruder’s Perspective,Fariha Tasmin Jaigirdar
brac_author_831,brac_paper_352,Maximizing Network Interruption In Wireless Sensor Network: An Intruder’s Perspective,Mohammad Manzurul Islam
brac_author_524,brac_paper_353,Improved prediction of accessible surface area results in efficient energy function application,Sumaiya Iqbal
brac_author_832,brac_paper_353,Improved prediction of accessible surface area results in efficient energy function application,Avdesh Mishra
brac_author_833,brac_paper_353,Improved prediction of accessible surface area results in efficient energy function application,Md Tamjidul Hoque
brac_author_604,brac_paper_354,24,Swarm
brac_author_605,brac_paper_354,24,Evolutionary Computation
brac_author_834,brac_paper_355,2015.,International Journal of Data Mining
brac_author_835,brac_paper_355,2015.,Bioinformatics
brac_author_836,brac_paper_356,Information Sciences,Effat Farhana
brac_author_180,brac_paper_356,Information Sciences,M. Sohel Rahman
brac_author_837,brac_paper_356,Information Sciences,Constrained sequence analysis algorithms in computational biology
brac_author_794,brac_paper_357,W.F. Smyth,Ali Alatabbi
brac_author_838,brac_paper_357,W.F. Smyth,J. W. Daykin
brac_author_180,brac_paper_357,W.F. Smyth,M. Sohel Rahman
brac_author_839,brac_paper_358,M. Sohel Rahman,Md. Mahbubul Hasan
brac_author_840,brac_paper_358,M. Sohel Rahman,A. S. Islam
brac_author_558,brac_paper_358,M. Sohel Rahman,Mohammad Saifur Rahman
brac_author_309,brac_paper_359,7,Algorithms
brac_author_603,brac_paper_359,7,Applications
brac_author_841,brac_paper_360,On graphs that are not PCGs,Stephane Durocher
brac_author_312,brac_paper_360,On graphs that are not PCGs,Debajyoti Mondal
brac_author_283,brac_paper_360,On graphs that are not PCGs,Md. Saidur Rahman
brac_author_842,brac_paper_361,Wail Ba-Alawi,Yulia A Medvedeva
brac_author_843,brac_paper_361,Wail Ba-Alawi,Abdullah M Khamis
brac_author_844,brac_paper_361,Wail Ba-Alawi,Ivan V Kulakovskiy
brac_author_845,brac_paper_362,Statistical binning enables an accurate coalescent-based estimation of the avian tree,Mirarab Siavash
brac_author_477,brac_paper_362,Statistical binning enables an accurate coalescent-based estimation of the avian tree,Bayzid Md Shamsuzzoha
brac_author_846,brac_paper_362,Statistical binning enables an accurate coalescent-based estimation of the avian tree,Boussau Bastien
brac_author_847,brac_paper_362,Statistical binning enables an accurate coalescent-based estimation of the avian tree,Warnow Tandy
brac_author_848,brac_paper_363,A state-of-the-art review on wavelet based image resolution enhancement techniques: performance evaluation criteria and issues,F. T. Zohra
brac_author_849,brac_paper_363,A state-of-the-art review on wavelet based image resolution enhancement techniques: performance evaluation criteria and issues,M. M. Islam
brac_author_848,brac_paper_364,Remote sensing image resolution enlargement algorithm based on wavelet transformation,F. T. Zohra
brac_author_849,brac_paper_364,Remote sensing image resolution enlargement algorithm based on wavelet transformation,M. M. Islam
brac_author_164,brac_paper_365,Accurate Phylogenetic Tree Reconstruction from Quartets: A Heuristic Approach,Rezwana Reaz
brac_author_479,brac_paper_365,Accurate Phylogenetic Tree Reconstruction from Quartets: A Heuristic Approach,Md. Shamsuzzoha Bayzid
brac_author_471,brac_paper_365,Accurate Phylogenetic Tree Reconstruction from Quartets: A Heuristic Approach,and M. Sohel Rahman
brac_author_850,brac_paper_366,Disk Covering Methods Improve Phylogenomic Analyses,Tyler Hunt
brac_author_650,brac_paper_366,Disk Covering Methods Improve Phylogenomic Analyses,Tandy Warnow
brac_author_851,brac_paper_367,ASTRAL: genome-scale coalescent-based species tree estimation,S. Swenson
brac_author_852,brac_paper_367,ASTRAL: genome-scale coalescent-based species tree estimation,T. Warnow
brac_author_853,brac_paper_368,B. Li,E. D. Jarvis
brac_author_854,brac_paper_368,B. Li,S. Mirarab
brac_author_855,brac_paper_368,B. Li,A. J. Aberer
brac_author_519,brac_paper_369,Fast Conservative Garbage Collection,Rifat Shahriyar
brac_author_856,brac_paper_369,Fast Conservative Garbage Collection,Stephen M. Blackburn
