Author Name,Author ID,UID
Japan-Korea workshop on Algorithms,buet_author_2636,2260
Jarba Farnaz Bolaka,nsu_author_1005,2261
Jareen Anjom,nsu_author_216,2262
Jargis Ahmed,du_author_161,2263
Jasmin H.,brac_author_332,2264
Jasmine Hentschel,nsu_author_631,2265
Jawad Ibn Ahad,nsu_author_974,2266
Jawad Ishaque,nsu_author_481,2267
Jayasree Baidya,nsu_author_385,2268
Jayavani Vankara,nsu_author_1066,2269
Jaynab Sultana,nsu_author_1106,2270
Jebun Nahar,nsu_author_1341,2271
Jeetendra Singh,nsu_author_830,2272
Jeffrey R Cottrell,buet_author_563,2273
Jeffrey R. Cottrell,buet_author_534,2274
Jerin I.,brac_author_328,2275
Jesan Ahammed Ovi,du_author_141,2276
Jia Uddin,ju_author_93,2277
Jia Yuan Yu,du_author_523,2278
Jian Zhao,nsu_author_578,2279
Jianguo Wang,buet_author_1361,2280
Jianxin Li and Chengfei Liu,ju_author_547,2281
Jianxin Li and Tarique Anwar,ju_author_546,2282
Jiaxing Jason Mai,du_author_444,2283
Jibon Naher,buet_author_1748,2284
Jin Hyuk Kim,du_author_346,2285
Jin Woong CHO,du_author_309,2286
Jinat Rehna,ku_author_230,2287
Jingda Ying,du_author_410,2288
Jingde Cheng,sust_author_180,2289
Jinsul Kim,ju_author_162,2290
Jobayer Sheikh and Md. Jihan Al Rashid,cuet_author_350,2291
John W Holloway,buet_author_243,2292
John W. Holloway,buet_author_492,2293
Johra Muhammad Moosa,buet_author_766,2294
Joint European Conference on Machine Learning,buet_author_1341,2295
Jony Sheikh Saifur Rahman,buet_author_284,2296
Josef Pieprzyk and Asaduzzaman,cuet_author_355,2297
Joseph Paul Cohen,nsu_author_1347,2298
Jounal of Graph Algorithms,buet_author_893,2299
Journal of Applied Mathematics,buet_author_1051,2300
Journal of Bangladesh Academy of Sciences,buet_author_1212,2301
Journal of Combinatorial Mathematics,buet_author_1046,2302
Journal of Computer Science,buet_author_1169,2303
Journal of Computer and Communications,ju_author_417,2304
Journal of Computer and Communications (JCC),ju_author_330,2305
Journal of Computing,buet_author_1183,2306
Journal of Graph Algorithms,buet_author_905,2307
Journal of King Saud University Computer and Information Sciences,ju_author_388,2308
Journal of Network,buet_author_166,2309
Journal of Network Protocols,buet_author_656,2310
Journal of Network and Computer Applications,ju_author_449,2311
Journal of Networking,buet_author_787,2312
Journal of Visual Communication,buet_author_772,2313
Journal on Social Network Analysis,buet_author_319,2314
Joyassree sen,ku_author_251,2315
Joydip Chowdhury,nsu_author_1434,2316
Joydwip Mohajon,ku_author_88,2317
Joyeta Saha,nsu_author_387,2318
Joytu Khisha,nsu_author_445,2319
Juboraj Md. F.A.,brac_author_204,2320
Judith A Holloway,buet_author_244,2321
Juergen Pilz,buet_author_264,2322
Jugal K Das,ju_author_15,2323
Jugal K. Das,ju_author_414,2324
Jugal Krishna Das,ju_author_12,2325
Jugal Krisna Das,ju_author_391,2326
Julia Soto,buet_author_416,2327
Julian M. W. Quinn,buet_author_522,2328
Juliet Polok Sarkar,ku_author_64,2329
July,nsu_author_783,2330
Jumi,sust_author_226,2331
Jump Penalty,buet_author_2275,2332
Jun Yan,du_author_358,2333
Junaed,kuet_author_133,2334
Junaed Younus Khan,buet_author_327,2335
Junayed Fahim and Mohammad Monirujjaman Khan,nsu_author_1212,2336
Junayed Rahman,brac_author_653,2337
Jung Y. J.,brac_author_131,2338
Jung-Won Kim,cuet_author_100,2339
Junwei Sun,nsu_author_576,2340
Jutheka Lahiry,du_author_488,2341
Juthuka Majumder,ku_author_212,2342
Juwel Rana and Hasan U Zaman,nsu_author_369,2343
K Coe,brac_author_721,2344
K Deb,cuet_author_11,2345
K Fatema,brac_author_749,2346
K Kenski,brac_author_720,2347
K M Faizullah Fuhad,nsu_author_1338,2348
K Roy,brac_author_402,2349
K.,kuet_author_122,2350
K. A Sathi,cuet_author_172,2351
K. A.,kuet_author_130,2352
K. A. Rahman,nsu_author_1000,2353
K. Abdullah-Al-Mamun,buet_author_1074,2354
K. Barker,nsu_author_1537,2355
K. Barker and R. Alhajj,nsu_author_1539,2356
K. Barman,ku_author_189,2357
K. Deb,cuet_author_68,2358
K. Elahi and E Nobi,sust_author_154,2359
K. F. Man,ku_author_180,2360
K. Glette,ku_author_153,2361
K. H. S. Sabaragamu Koralalage,sust_author_182,2362
K. H. Sujon,brac_author_694,2363
K. H. Talukder,ku_author_185,2364
K. Lee,buet_author_2193,2365
K. Li,buet_author_1140,2366
K. M. A.,kuet_author_42,2367
K. M. A. Salam,nsu_author_86,2368
K. M. A. Salam and H. U. Zaman,nsu_author_88,2369
K. M. A. and Ahsan,kuet_author_54,2370
K. M. Alam,ku_author_183,2371
K. M. R.,kuet_author_22,2372
K. M. R. and Awal,kuet_author_8,2373
K. M. R. and Morimoto,kuet_author_35,2374
K. M. Shahriar,buet_author_1982,2375
K. M. Shihab Hossain,nsu_author_256,2376
K. M. Zubair Hasan,ju_author_232,2377
K. Mahbub,buet_author_2551,2378
K. Miura,buet_author_2635,2379
K. Murase,buet_author_935,2380
K. N. Khan,ku_author_154,2381
K. Papry,buet_author_1746,2382
K. R. I. Sanim,buet_author_1610,2383
K. S. M. T. Hossain,brac_author_572,2384
K. S. M. Tozammel Hossain,buet_author_2369,2385
K. S. N. Ripon,ku_author_152,2386
K. S. N. Ripon and J. Torresen,ku_author_150,2387
K. S. Nowinski,ju_author_249,2388
K. Solaiman,buet_author_1609,2389
K.M. Faizullah Fuhad,nsu_author_1327,2390
K.M.A. Solaiman,buet_author_2022,2391
K.M.U. Ahmed,nsu_author_942,2392
K.S. Hasan,nsu_author_813,2393
KAUSHIK DEB,cuet_author_390,2394
KB Jahangir,brac_author_496,2395
KM Akkas Ali,ju_author_352,2396
KM Sultanul Aziz,nsu_author_624,2397
Kaafi Mahmud Sarker,ju_author_310,2398
Kabir,brac_author_70,2399
Kabir Acramul Haque,buet_author_37,2400
Kabir M.,brac_author_290,2401
Kaeser Md. Sabrin,du_author_480,2402
Kaiser Md. Nahiduzzaman,buet_author_1050,2403
Kajol Bhowmick,nsu_author_331,2404
Kallal Das,nsu_author_133,2405
Kamal Kanti Biswas,ju_author_24,2406
Kamal M. R. I.,brac_author_259,2407
Kamal Parvez,du_author_427,2408
Kamal Z. Zamli,du_author_83,2409
Kamelia Zaman Moon,ju_author_211,2410
Kamrul Abedin Tarafder,du_author_318,2411
Kamrul Hasan Talukder,ku_author_142,2412
Kamrul Hasan Talukder and Abdul Hasib Uddin,ku_author_77,2413
Kamrul Hasan Talukder and Dipankar Das,ku_author_136,2414
Kamrul Hasan Talukder and Jubayer Shamshed,ku_author_96,2415
Kamrul Hasan Talukder and Koichi Harada,ku_author_113,2416
Kamrul Hasan Talukder and Md. Altab Hossain,ku_author_134,2417
Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_149,2418
Kamrul Hasan Talukder and Md. Saddam Hossain Mukta,ku_author_102,2419
Kamrul Hasan Talukder and Sabia Khatun Mithila,ku_author_79,2420
Kamrul Hasan Talukder and Shamim Hasnat Ripon,ku_author_130,2421
Kamrul Hasan Talukder and Tania Mallick,ku_author_99,2422
Kamruzzaman,kuet_author_140,2423
Kanak Das,buet_author_1495,2424
Kang,cuet_author_152,2425
Kang Hyun Jo,cuet_author_5,2426
Kang-Hyun Jo,cuet_author_22,2427
Kanij Tamema Jahan Tama,nsu_author_994,2428
Kanija Muntarina,ju_author_36,2429
Kaniz Fatema,ju_author_222,2430
Kaoru Sezaki,du_author_278,2431
Karen Berger,buet_author_87,2432
Karim Redwanul,nsu_author_1384,2433
Karima Haque,nsu_author_488,2434
Karishma Mohiuddin,du_author_22,2435
Karmakar C. K.,sust_author_111,2436
Karrie Karahalios,buet_author_1803,2437
Kartini Rahmat,cuet_author_414,2438
Kashif Nizam Khan,ku_author_229,2439
Kashif Saleem,du_author_63,2440
Kashik Islam,buet_author_1751,2441
Kashob Kumar Roy,du_author_8,2442
Kasper Lage,buet_author_532,2443
Katherine Williams,buet_author_132,2444
Kathryn S. McKinley,buet_author_857,2445
Katrina Smith Korfmacher,buet_author_90,2446
Katsuhisa Yamanaka,buet_author_677,2447
Kaushik Deb,cuet_author_1,2448
Kaushik Deb and Ashraful Huq Suny,cuet_author_78,2449
Kaushik Deb and Kang-Hyun Jo,cuet_author_35,2450
Kaushik Deb and Thomas Chowdhury,cuet_author_106,2451
Kaushik Deb and V. L. Tokarev,cuet_author_156,2452
Kaushik-Deb,cuet_author_145,2453
Kawcher Ahmed,nsu_author_1418,2454
Kayasar Md. Mahedi,cuet_author_131,2455
Kaykobad M,buet_author_165,2456
Kaysar Abdullah,buet_author_662,2457
Kayser Ahmed,nsu_author_765,2458
Kazi Abir Adnan,buet_author_1531,2459
Kazi Anika Hossain Naima,cuet_author_123,2460
Kazi Ashik Islam,buet_author_1524,2461
Kazi Atique Moula Nabil,nsu_author_218,2462
Kazi Chandrima Rahman,du_author_303,2463
Kazi Ehsanul Mubin,brac_author_652,2464
Kazi Kowshin Raihana,nsu_author_378,2465
Kazi Masudul,ku_author_241,2466
Kazi Masudul Alam and Rameswar Debnath,ku_author_206,2467
Kazi Mumtahina Puspita,ju_author_224,2468
Kazi Nabiul Alam,nsu_author_238,2469
Kazi Nabiul Alam and Mohammad Monirujjaman Khan,nsu_author_1277,2470
Kazi Nabiul Alam et al.,nsu_author_986,2471
Kazi Rafat,nsu_author_1006,2472
Kazi Rafat Haa Meem,nsu_author_1138,2473
Kazi Reyazul Hasan,buet_author_1245,2474
Kazi Rizvan Hossain,nsu_author_502,2475
Kazi Sajeed Mehrab,buet_author_1431,2476
Kazi Samin,buet_author_1468,2477
Kazi Samin Yeaser,buet_author_1518,2478
Kazi Shah Nawaz Ripon and Kamrul Hasan Talukder,ku_author_128,2479
Kazi Soumik Islam,nsu_author_1292,2480
Kazi Tamzid Akhter Md Hasib,nsu_author_0,2481
Kazi Tanjila Tabassum,nsu_author_1467,2482
Kazi Toyebul Haque,nsu_author_115,2483
Kazi Zakia Sultana,cuet_author_82,2484
Kazi Zakia Sultana and Tahmina Khanam,cuet_author_77,2485
Kazuyoshi Murata,ju_author_135,2486
Kazuyuki Murase,buet_author_802,2487
Kenneth NSAFOA-YEBOAH,nsu_author_1541,2488
Kevin Peter Kuriakose,nsu_author_1515,2489
Key Jamming for Better Human Technology Interaction,buet_author_927,2490
Key Jamming for Cell Phones,buet_author_2157,2491
Kezban Dilek Onal,buet_author_691,2492
Kh. Sadik,nsu_author_1238,2493
Khadija Islam,ju_author_228,2494
Khadka,sust_author_71,2495
Khairunnahar Suchana,nsu_author_16,2496
Khaled Hasan,buet_author_518,2497
Khaled Hasan Sazzad,sust_author_199,2498
Khaled Mahmud,nsu_author_1483,2499
Khaleda Akther Papry,buet_author_1424,2500
Khaleda Papry,buet_author_1701,2501
Khaleque Md Aashiq Kamal,cuet_author_42,2502
Khalid Hasan,nsu_author_1103,2503
Khalid Hussain,du_author_225,2504
Khalid Raihan Talha,nsu_author_1119,2505
Khalida Sultana Shuravi,nsu_author_360,2506
Khalil,kuet_author_142,2507
Khan,nsu_author_1523,2508
Khan F.,brac_author_162,2509
Khan F. J.,brac_author_203,2510
Khan Irtesam Mahmud,buet_author_422,2511
Khan J. A.,brac_author_312,2512
Khan Junaed Younus,buet_author_511,2513
Khan M. R.,brac_author_300,2514
Khan Md. Shorwar Khan,buet_author_1702,2515
Khan Mohammed Akash and Safwan Talukder Fayad,nsu_author_436,2516
Khan N.,brac_author_329,2517
Khan Olid Bin Mannan,sust_author_249,2518
Khan R. H.,brac_author_276,2519
Khan R. T.,brac_author_260,2520
Khan S.,brac_author_322,2521
Khan S. H.,brac_author_117,2522
Khandakar Rafiqual Islam,du_author_320,2523
Khandaker,kuet_author_43,2524
Khandaker Mohammad Mohi Uddin,ju_author_84,2525
Khandaker Sharif Noor and Hasan U. Zaman,nsu_author_513,2526
Khandaker Tayef Shahriar,ju_author_491,2527
Khandkar Asif Hossain,ku_author_63,2528
Khandkar M. Rashid,nsu_author_810,2529
Khatun,sust_author_259,2530
Kheng Seang Lim,cuet_author_413,2531
Khondaker Md Tawkat Islam,buet_author_512,2532
Khondekar Mahabub Akram,nsu_author_1478,2533
Khondokar Solaiman,buet_author_1578,2534
Khondoker Aminuzzaman,nsu_author_707,2535
Khondoker Nazibul Hossain,cuet_author_252,2536
Khosru Md. Salim,buet_author_2136,2537
Khushboo Suchit Mundada,nsu_author_554,2538
Ki-Chul Kwon,brac_author_593,2539
Kibria,sust_author_64,2540
Kim Kyuheon,brac_author_144,2541
Kimitaka Higuchi,ju_author_132,2542
Kiringa I.,ku_author_38,2543
Kiringa I. and El-Saddik A.,ku_author_37,2544
Kishor Kumar Bhaumik,du_author_418,2545
Kishor Roy,cuet_author_378,2546
Klara Nahrstedt,buet_author_2311,2547
Knowledge Discovery,buet_author_373,2548
Knowledge Discovery in Databases,buet_author_1342,2549
Kobayashi H.,brac_author_140,2550
Kobir,sust_author_30,2551
Kohinur Parvin and Mohammad Shorif Uddin,ju_author_214,2552
Kok Meng Yew,ju_author_314,2553
Kolberg,brac_author_369,2554
Kotagiri Ramamohanrao,buet_author_2029,2555
Kotwal,brac_author_77,2556
Kouichi Sakurai,du_author_218,2557
Koushik Bandapadya,nsu_author_1120,2558
Koushik Roy,nsu_author_33,2559
Koushik Sutradhar,nsu_author_1282,2560
Kowshic Roy*,buet_author_19,2561
Kowshika Sarker,buet_author_485,2562
Kristina Bliznakova,nsu_author_913,2563
Kuljeet Kaur,du_author_145,2564
Kundu S. and Chakrabarty A.,brac_author_309,2565
Kurtis Haut,buet_author_1476,2566
Kuwana A.,brac_author_139,2567
Kwang-Gi Kim,brac_author_603,2568
L Mehedy,brac_author_11,2569
L.,nsu_author_586,2570
L. Alam,cuet_author_211,2571
L. Kulik,buet_author_995,2572
L. Mouchard,buet_author_2444,2573
L. Rayan,du_author_170,2574
L. Rockstroh,nsu_author_538,2575
L. S. Dooley,buet_author_2607,2576
L. Xiao,buet_author_751,2577
LDA,ju_author_338,2578
LSTM,buet_author_140,2579
Labib Chowdhury,nsu_author_1046,2580
Labib Imam Chowdhury,nsu_author_1038,2581
Labiba Binte Ismail,nsu_author_1028,2582
Labiba Islam,nsu_author_1137,2583
Labiba Kanij Rupty,nsu_author_1131,2584
Labiba Kanij Rupty Rupty,nsu_author_1124,2585
Labiba Rupty,nsu_author_1197,2586
Laboni Akter and Md. Mohsin Sarker Raihan,ku_author_83,2587
Laboni Paul,ku_author_65,2588
Laboni Paul and Kamrul Hasan Talukder,ku_author_50,2589
Laboni Paul and Kamrul Hasan Talukder (2022),ku_author_53,2590
Lafifa Jamal,du_author_365,2591
Lamia Alam and Mohammed Moshiul Hoque,cuet_author_386,2592
Lamia Iftekhar,nsu_author_642,2593
Lamia Rahman,nsu_author_1456,2594
Landscape Epidemiology Modeling Using an Agent-Based Model,buet_author_813,2595
Language Processing (ICBSLP),buet_author_1696,2596
Lars Kulik,buet_author_775,2597
Laura Sanely Gaytán-Lugo,nsu_author_606,2598
Laurent Lefevre,du_author_491,2599
Le Thanh Bang,brac_author_607,2600
Learning Micro-Controller Programming,buet_author_2484,2601
Learning from Tweets: Opportunities,buet_author_480,2602
Learning held at ICAPS,buet_author_2437,2603
Learning macro-actions for arbitrary planners,buet_author_2433,2604
Lebert,kuet_author_63,2605
Lesens,kuet_author_67,2606
Lesley Cockmartin,nsu_author_911,2607
Leveraging Public Resource Pools to Improve the Service Compliances of Computing Utilities,buet_author_2591,2608
Liakot Ali,du_author_385,2609
Lianying Zhao,nsu_author_26,2610
Lightweight Filter-Based Algorithm for Circular Pattern Matching,buet_author_1222,2611
Lindsay Kleeman,cuet_author_416,2612
Linear Algebra,buet_author_1215,2613
Linear Space Data Structures for Permutation Matching in Binary Strings,buet_author_942,2614
Lingxiao Li,buet_author_1550,2615
Linkon,sust_author_230,2616
Linkon Chowdhury,cuet_author_70,2617
Linkon Chowdhury and Mohammad Shamsul Arefin,cuet_author_254,2618
Lior Pachter,buet_author_889,2619
Lipu Ahmed,ku_author_123,2620
Liton Jude Rozario,ju_author_173,2621
Local Levels,buet_author_1370,2622
Locality-sensitive hashing scheme for Bangla news article clustering using bloom filter,sust_author_311,2623
Longest Common Palindromic Subsequence,buet_author_712,2624
Loss: Beyond Rooted Gene Trees,buet_author_122,2625
Loss: Beyond Rooted Gene Trees.,buet_author_1426,2626
Low-cost finger gesture recognition system for disabled,buet_author_1735,2627
Low-overhead Range-based 3D Localization Technique for Underwater Sensor Networks,buet_author_1861,2628
Lubaba Salsabil,nsu_author_1365,2629
Lubna Ahmed,buet_author_2083,2630
Lubna Tasneem,nsu_author_1194,2631
Luke Doyle,nsu_author_645,2632
Lutful Karim,du_author_327,2633
Lutfur Nahar,ju_author_92,2634
M,cuet_author_198,2635
M .M. Hoque,cuet_author_270,2636
M A K,ju_author_440,2637
M Abdul Awal,nsu_author_198,2638
M Ahmed,brac_author_502,2639
M Al-Rasheed,brac_author_548,2640
M Alam,brac_author_449,2641
M Ali,brac_author_457,2642
M Ashraful Amin,du_author_420,2643
M B,ju_author_439,2644
M Bin Morshed,brac_author_549,2645
M F. Kader and I H. Sarker,cuet_author_209,2646
M Haque,du_author_275,2647
M Hasan,brac_author_427,2648
M Hossain,brac_author_38,2649
M Islam,brac_author_17,2650
M Jahan,brac_author_465,2651
M Jakariya,brac_author_396,2652
M Jannat,brac_author_524,2653
M Kamal,brac_author_742,2654
M Kaykobad,buet_author_377,2655
M Khan,buet_author_2801,2656
M Lutfar Rahman,du_author_528,2657
M M Hasan,du_author_447,2658
M M Hoque,cuet_author_212,2659
M M Lutfe Elahi,nsu_author_980,2660
M Maksud Alam,nsu_author_920,2661
M Maksud Alam and Besma Smida,nsu_author_932,2662
M R C Mahdy,buet_author_498,2663
M Rabbi,brac_author_543,2664
M Saifur Rahman,buet_author_2,2665
M Shamiul Islam,buet_author_1267,2666
M Shorif Uddin,ju_author_138,2667
M Sohel Rahman,buet_author_150,2668
M Sultan Mahmud,nsu_author_200,2669
M Tahmid Ekram,nsu_author_159,2670
M Tanjid Hasan Tonmoy,du_author_417,2671
M Wong-Villacres,nsu_author_565,2672
M Wright,brac_author_512,2673
M Zafar Iqbal,sust_author_197,2674
M Zaman,nsu_author_372,2675
M.,sust_author_37,2676
M. A Hossain,cuet_author_173,2677
M. A Islam,ku_author_187,2678
M. A.,sust_author_280,2679
M. A. A. Dewan,cuet_author_163,2680
M. A. A. Dewan and N. Siddique,cuet_author_169,2681
M. A. Abedin,buet_author_1115,2682
M. A. Alam,brac_author_669,2683
M. A. Ali,buet_author_2331,2684
M. A. Arif,ju_author_260,2685
M. A. Bhuiyan,ju_author_204,2686
M. A. H.,sust_author_283,2687
M. A. H. Akhand,buet_author_1036,2688
M. A. H. Newton,buet_author_1101,2689
M. A. Haqu,ju_author_202,2690
M. A. Haque,buet_author_2326,2691
M. A. Hoque,buet_author_2471,2692
M. A. Hossain,ku_author_31,2693
M. A. Hussain,du_author_511,2694
M. A. Islam,buet_author_1745,2695
M. A. K. Azad,ku_author_48,2696
M. A. Kabir,nsu_author_89,2697
M. A. Kashem,buet_author_977,2698
M. A. Kashem Mia,buet_author_2572,2699
M. A. Mamun,buet_author_1106,2700
M. A. Naim Uddin Rajiv,ju_author_193,2701
M. A. Nayeem,buet_author_666,2702
M. A. Nidra,brac_author_682,2703
M. A. Nishi,du_author_269,2704
M. A. R.,sust_author_89,2705
M. A. R. Azim,buet_author_789,2706
M. A. Rafiq,buet_author_1176,2707
M. A. Rahman,ku_author_6,2708
M. A. Rahman and A. Saha,ku_author_30,2709
M. A. Rahman and M. A. Sattar,nsu_author_876,2710
M. A. Rahman and S. M. R. Haque,ku_author_24,2711
M. A. Razzak,nsu_author_1477,2712
M. A. S. K. a. N.,kuet_author_4,2713
M. A. S. Kamal,buet_author_1175,2714
M. A. Sayem,sust_author_131,2715
M. A. Syrus,nsu_author_1472,2716
M. A. and Ahmed,kuet_author_37,2717
M. A. and Siddique,kuet_author_3,2718
M. A.F.M. R. Hasan,cuet_author_226,2719
M. A.Rahman.,ku_author_44,2720
M. A.nisur Rahman,ku_author_16,2721
M. Abdul Mannan,buet_author_2713,2722
M. Abdullah-Al Wadud,du_author_229,2723
M. Abdullah-Al-Wadud,ju_author_254,2724
M. Abid Naziri,du_author_250,2725
M. Abu Baker,ju_author_153,2726
M. Ahmed,buet_author_2379,2727
M. Akter,sust_author_170,2728
M. Alam,buet_author_1725,2729
M. Alam and R. Khan,nsu_author_1171,2730
M. Ameer Ali,ju_author_4,2731
M. Amirul Islam,nsu_author_1460,2732
M. Arabi Hasan Sakib,nsu_author_129,2733
M. Arif Majid,nsu_author_1491,2734
M. Arifur Rahman,buet_author_496,2735
M. Ashraful Amin,nsu_author_193,2736
M. Ataullha,sust_author_133,2737
M. Atiqur Rahman,du_author_330,2738
M. Atiquzzaman,buet_author_938,2739
M. Azim,ju_author_194,2740
M. B. H. Hriday and R. Khan,nsu_author_1182,2741
M. B. Hossain,ku_author_175,2742
M. Basak,buet_author_1904,2743
M. Begom,brac_author_709,2744
M. Booth,nsu_author_934,2745
M. Caesar,buet_author_2183,2746
M. Chakroborty,du_author_334,2747
M. Christodoulakis,buet_author_1065,2748
M. Crochemore,buet_author_872,2749
M. D. Kamrul Hasan,nsu_author_1206,2750
M. El-Sakka,nsu_author_937,2751
M. F.,sust_author_35,2752
M. F. & Islam,sust_author_225,2753
M. F. Amin,buet_author_1033,2754
M. F. Bari,buet_author_2277,2755
M. F. Faruque,cuet_author_284,2756
M. F. Islam,brac_author_377,2757
M. F. Kader,cuet_author_232,2758
M. F. Mridha,ju_author_16,2759
M. F. Rabbi,sust_author_242,2760
M. F. Rahman,ku_author_167,2761
M. F. Raihan,buet_author_2614,2762
M. F. Spear,buet_author_2458,2763
M. Faisal Al Ameen,ju_author_207,2764
M. Faisal Al Ameen and Mohammad Shorif Uddin,ju_author_205,2765
M. Farhad Hossain,buet_author_2798,2766
M. Farhanul Ihsan,nsu_author_507,2767
M. Farhanul Ihsan and Hasan U. Zaman,nsu_author_366,2768
M. Ferdous,nsu_author_1170,2769
M. G. R. Alam and M. M. Hoque,cuet_author_242,2770
M. H.,sust_author_31,2771
M. H. M. Iqbal,nsu_author_85,2772
M. Hasan,du_author_169,2773
M. Hovin,ku_author_155,2774
M. I.,sust_author_96,2775
M. I. A. Khan,ku_author_47,2776
M. I. H. Suvo,ku_author_169,2777
M. I. I. Sakib,buet_author_1985,2778
M. I. Jabiullah,ju_author_219,2779
M. I. Pramanik,cuet_author_229,2780
M. J. Anee,nsu_author_1175,2781
M. J. Hossain,brac_author_693,2782
M. J. Islam,sust_author_243,2783
M. J. M.,sust_author_148,2784
M. J. M. Chowdhury,brac_author_354,2785
M. Jog,nsu_author_1469,2786
M. K. Abdullah,buet_author_1880,2787
M. K. B.,sust_author_147,2788
M. K. Hassan and M. M. U. Karim,cuet_author_245,2789
M. K. I. Molla,ku_author_191,2790
M. K. Sagor,brac_author_689,2791
M. Karim,du_author_399,2792
M. Kasahara,ju_author_151,2793
M. Kaykobad,du_author_405,2794
M. Klaiber,nsu_author_535,2795
M. Kubica,buet_author_2452,2796
M. Kulkarni,buet_author_2123,2797
M. L. Rahman,du_author_497,2798
M. Lutfar Rahman,du_author_262,2799
M. Lutfor Rahman,du_author_339,2800
M. M Hoque,cuet_author_197,2801
M. M.,sust_author_63,2802
M. M. Ahammed and M. M. U. Hasan,cuet_author_237,2803
M. M. Anwar,cuet_author_217,2804
M. M. Asaduzzaman,buet_author_1136,2805
M. M. Bhuiyan,buet_author_1042,2806
M. M. H.,kuet_author_23,2807
M. M. H. Chowdhury,ju_author_203,2808
M. M. H. Rahman,buet_author_1174,2809
M. M. H. and Al-Rakhami,kuet_author_15,2810
M. M. H. and Alam,kuet_author_21,2811
M. M. H. and Zaman,kuet_author_30,2812
M. M. Haque,du_author_240,2813
M. M. Hasan,ju_author_217,2814
M. M. Hasan Jibon,sust_author_135,2815
M. M. Hoque,cuet_author_108,2816
M. M. Hoque & M. H. Furhad,cuet_author_220,2817
M. M. Hoque and M. A. Sarif,cuet_author_247,2818
M. M. Hoque and M. K. Hassan,cuet_author_236,2819
M. M. Hossain,buet_author_2325,2820
M. M. I. Rahi and M. A. Alam*,brac_author_710,2821
M. M. Islam,buet_author_849,2822
M. M. Kabir,buet_author_1000,2823
M. M. Khan,nsu_author_770,2824
M. M. Lutfe Elahi,nsu_author_1375,2825
M. M. Masud,buet_author_1152,2826
M. M. Morshed,buet_author_2747,2827
M. M. Murshed,buet_author_2470,2828
M. M. R. Lunar,buet_author_1897,2829
M. M. Rahaman,cuet_author_203,2830
M. M. Rahman,ju_author_128,2831
M. M. Raj,brac_author_680,2832
M. M. Rasheed,buet_author_2337,2833
M. M. Ratul,nsu_author_999,2834
M. M. S.,sust_author_33,2835
M. M. S. Kowsar,cuet_author_64,2836
M. M. S. Kowsar and K. Deb,cuet_author_115,2837
M. M. Tanzim Nawaz,nsu_author_109,2838
M. M. U. Hasan,cuet_author_244,2839
M. M. a. S.,kuet_author_141,2840
M. Mahbubuzzaman,buet_author_976,2841
M. Maheswaran,buet_author_2590,2842
M. Maruf Hossain,du_author_48,2843
M. Masud,ku_author_33,2844
M. Meftauddin,buet_author_2756,2845
M. Momtaz,du_author_179,2846
M. Mosaddik Hasan,ju_author_198,2847
M. Moshiul Hoque,cuet_author_204,2848
M. Mosleh,sust_author_130,2849
M. Motiur Rahman,ju_author_140,2850
M. Mubarak Hossain,nsu_author_396,2851
M. Mubassir and R. Khan,nsu_author_1022,2852
M. Murshed,buet_author_1085,2853
M. Musa,buet_author_2794,2854
M. N.,sust_author_123,2855
M. N. Hasan,buet_author_2051,2856
M. N. I. Suvon,nsu_author_1169,2857
M. N. Kabir,brac_author_695,2858
M. N. Uddin,cuet_author_114,2859
M. Nahar,buet_author_644,2860
M. Najmabadi,nsu_author_840,2861
M. O.,brac_author_111,2862
M. O. Faruk,cuet_author_243,2863
M. O. Tokhi,du_author_512,2864
M. Okura,buet_author_2743,2865
M. Prince,ku_author_21,2866
M. R Hossain,cuet_author_196,2867
M. R.,sust_author_43,2868
M. R. A.,brac_author_78,2869
M. R. El-Sakka,nsu_author_1470,2870
M. R. Hera,buet_author_672,2871
M. R. Hossain,cuet_author_161,2872
M. R. I. a. M. A. H.,kuet_author_137,2873
M. R. Karim,du_author_238,2874
M. R. M Khondoker,buet_author_1150,2875
M. R. M. Khondoker,buet_author_1160,2876
M. R. Rahman,buet_author_1067,2877
M. Rahman,ku_author_17,2878
M. Rahman and M. Shahidur Rahman,sust_author_134,2879
M. Raihan,ku_author_80,2880
M. Raihan Hussain,sust_author_174,2881
M. Raihan and Kamrul Hasan Talukder,ku_author_66,2882
M. Rasheduzzaman,nsu_author_1461,2883
M. Rashid,du_author_96,2884
M. Reduanul Haque,ju_author_164,2885
M. Reza Selim,sust_author_175,2886
M. Reza Selim and M. Shahidur Rahman,sust_author_169,2887
M. Reza Selim and M. Zafar Iqbal,sust_author_178,2888
M. S.,sust_author_41,2889
M. S. & Chowdhury,brac_author_375,2890
M. S. A.,kuet_author_16,2891
M. S. Alam,buet_author_934,2892
M. S. Arefin,cuet_author_107,2893
M. S. Arefin and M. A. Siddique,cuet_author_263,2894
M. S. Arefin and M. O. Rahman,cuet_author_240,2895
M. S. Arefin and M. S. Kowser,cuet_author_238,2896
M. S. Arefin and Y. Morimoto,cuet_author_264,2897
M. S. Bayzid,buet_author_1544,2898
M. S. Ferdous & F. Chowdhury,brac_author_355,2899
M. S. Hosain,buet_author_1100,2900
M. S. Hossain,nsu_author_44,2901
M. S. Hossain and Asaduzzaman,cuet_author_288,2902
