UID,Label
774,aiub_author_573
775,aiub_author_574
776,aiub_author_575
777,aiub_author_576
47,aiub_author_577
778,aiub_author_578
779,aiub_author_58
780,aiub_author_580
664,aiub_author_581
781,aiub_author_582
763,aiub_author_583
782,aiub_author_584
783,aiub_author_585
17,aiub_author_586
17,aiub_author_587
772,aiub_author_589
32,aiub_author_59
773,aiub_author_590
773,aiub_author_590
774,aiub_author_591
774,aiub_author_591
784,aiub_author_592
785,aiub_author_593
786,aiub_author_594
787,aiub_author_595
788,aiub_author_596
789,aiub_author_597
186,aiub_author_598
496,aiub_author_599
264,aiub_author_6
208,aiub_author_60
636,aiub_author_603
790,aiub_author_604
791,aiub_author_606
792,aiub_author_607
792,aiub_author_607
24,aiub_author_608
24,aiub_author_608
693,aiub_author_609
693,aiub_author_609
793,aiub_author_61
794,aiub_author_610
794,aiub_author_610
693,aiub_author_611
186,aiub_author_612
5,aiub_author_613
795,aiub_author_614
796,aiub_author_615
797,aiub_author_616
798,aiub_author_617
410,aiub_author_618
799,aiub_author_619
800,aiub_author_62
801,aiub_author_620
410,aiub_author_621
83,aiub_author_622
802,aiub_author_623
17,aiub_author_624
803,aiub_author_625
804,aiub_author_626
805,aiub_author_627
806,aiub_author_628
807,aiub_author_629
139,aiub_author_630
808,aiub_author_631
32,aiub_author_632
809,aiub_author_633
665,aiub_author_634
115,aiub_author_635
17,aiub_author_636
810,aiub_author_637
811,aiub_author_638
671,aiub_author_639
34,aiub_author_64
812,aiub_author_640
618,aiub_author_641
151,aiub_author_642
813,aiub_author_643
17,aiub_author_644
732,aiub_author_645
173,aiub_author_646
29,aiub_author_647
814,aiub_author_649
815,aiub_author_65
816,aiub_author_650
817,aiub_author_651
19,aiub_author_652
19,aiub_author_652
602,aiub_author_653
80,aiub_author_654
71,aiub_author_655
214,aiub_author_656
791,aiub_author_657
792,aiub_author_658
788,aiub_author_66
818,aiub_author_661
819,aiub_author_662
696,aiub_author_663
649,aiub_author_664
32,aiub_author_666
148,aiub_author_667
783,aiub_author_668
6,aiub_author_669
820,aiub_author_67
821,aiub_author_670
427,aiub_author_671
274,aiub_author_673
67,aiub_author_674
19,aiub_author_675
822,aiub_author_676
214,aiub_author_677
771,aiub_author_678
823,aiub_author_68
795,aiub_author_680
796,aiub_author_681
459,aiub_author_682
53,aiub_author_683
824,aiub_author_684
825,aiub_author_685
826,aiub_author_686
796,aiub_author_688
827,aiub_author_689
828,aiub_author_69
173,aiub_author_690
829,aiub_author_691
196,aiub_author_692
830,aiub_author_693
831,aiub_author_694
832,aiub_author_695
833,aiub_author_696
208,aiub_author_697
334,aiub_author_698
391,aiub_author_699
834,aiub_author_7
829,aiub_author_70
835,aiub_author_700
252,aiub_author_701
206,aiub_author_702
206,aiub_author_702
208,aiub_author_703
205,aiub_author_704
215,aiub_author_705
836,aiub_author_706
837,aiub_author_707
226,aiub_author_708
218,aiub_author_709
410,aiub_author_71
196,aiub_author_710
838,aiub_author_711
839,aiub_author_712
446,aiub_author_713
742,aiub_author_714
9,aiub_author_716
217,aiub_author_717
690,aiub_author_718
600,aiub_author_719
17,aiub_author_72
361,aiub_author_720
214,aiub_author_721
840,aiub_author_722
465,aiub_author_723
841,aiub_author_724
842,aiub_author_725
359,aiub_author_726
535,aiub_author_727
843,aiub_author_728
844,aiub_author_729
845,aiub_author_73
115,aiub_author_730
17,aiub_author_731
459,aiub_author_732
235,aiub_author_733
846,aiub_author_734
270,aiub_author_735
303,aiub_author_736
96,aiub_author_737
847,aiub_author_738
117,aiub_author_739
529,aiub_author_74
848,aiub_author_740
83,aiub_author_742
324,aiub_author_744
117,aiub_author_745
849,aiub_author_746
850,aiub_author_747
851,aiub_author_748
277,aiub_author_749
6,aiub_author_750
32,aiub_author_751
852,aiub_author_752
853,aiub_author_753
854,aiub_author_754
855,aiub_author_755
627,aiub_author_756
856,aiub_author_757
857,aiub_author_758
676,aiub_author_759
858,aiub_author_76
18,aiub_author_760
859,aiub_author_761
32,aiub_author_762
860,aiub_author_763
861,aiub_author_764
862,aiub_author_765
863,aiub_author_766
864,aiub_author_767
847,aiub_author_768
80,aiub_author_769
865,aiub_author_77
866,aiub_author_770
32,aiub_author_771
867,aiub_author_772
868,aiub_author_773
869,aiub_author_774
373,aiub_author_775
657,aiub_author_776
34,aiub_author_777
589,aiub_author_778
65,aiub_author_779
870,aiub_author_78
871,aiub_author_780
872,aiub_author_781
873,aiub_author_782
874,aiub_author_783
875,aiub_author_784
287,aiub_author_785
876,aiub_author_786
516,aiub_author_787
17,aiub_author_788
262,aiub_author_789
877,aiub_author_79
173,aiub_author_790
410,aiub_author_791
878,aiub_author_792
115,aiub_author_793
879,aiub_author_794
880,aiub_author_795
70,aiub_author_796
70,aiub_author_796
881,aiub_author_797
881,aiub_author_797
882,aiub_author_798
65,aiub_author_799
65,aiub_author_799
883,aiub_author_8
884,aiub_author_80
805,aiub_author_800
209,aiub_author_801
885,aiub_author_802
885,aiub_author_802
213,aiub_author_803
205,aiub_author_804
205,aiub_author_804
44,aiub_author_805
210,aiub_author_806
886,aiub_author_807
886,aiub_author_807
226,aiub_author_808
226,aiub_author_808
217,aiub_author_809
887,aiub_author_81
888,aiub_author_810
208,aiub_author_811
44,aiub_author_812
208,aiub_author_813
889,aiub_author_814
585,aiub_author_815
715,aiub_author_817
39,aiub_author_818
890,aiub_author_819
891,aiub_author_82
892,aiub_author_820
44,aiub_author_821
217,aiub_author_822
893,aiub_author_824
44,aiub_author_825
125,aiub_author_826
894,aiub_author_827
895,aiub_author_828
66,aiub_author_829
66,aiub_author_829
896,aiub_author_83
897,aiub_author_830
67,aiub_author_831
898,aiub_author_832
14,aiub_author_833
404,aiub_author_834
14,aiub_author_835
117,aiub_author_836
899,aiub_author_837
900,aiub_author_839
532,aiub_author_84
901,aiub_author_840
19,aiub_author_841
214,aiub_author_842
902,aiub_author_843
903,aiub_author_844
899,aiub_author_845
17,aiub_author_846
904,aiub_author_847
671,aiub_author_848
905,aiub_author_849
906,aiub_author_850
67,aiub_author_851
907,aiub_author_852
906,aiub_author_853
908,aiub_author_854
465,aiub_author_855
841,aiub_author_856
909,aiub_author_858
910,aiub_author_859
911,aiub_author_86
911,aiub_author_86
329,aiub_author_860
912,aiub_author_861
913,aiub_author_862
914,aiub_author_863
915,aiub_author_864
773,aiub_author_865
773,aiub_author_866
916,aiub_author_867
917,aiub_author_868
918,aiub_author_869
919,aiub_author_87
273,aiub_author_870
920,aiub_author_871
369,aiub_author_872
17,aiub_author_873
547,aiub_author_874
428,aiub_author_877
921,aiub_author_878
922,aiub_author_879
923,aiub_author_88
924,aiub_author_882
925,aiub_author_883
139,aiub_author_884
51,aiub_author_885
6,aiub_author_886
926,aiub_author_887
259,aiub_author_888
459,aiub_author_889
927,aiub_author_89
481,aiub_author_890
481,aiub_author_891
928,aiub_author_892
929,aiub_author_893
293,aiub_author_894
930,aiub_author_895
931,aiub_author_896
331,aiub_author_897
932,aiub_author_898
428,aiub_author_899
933,aiub_author_90
173,aiub_author_900
934,aiub_author_901
935,aiub_author_902
936,aiub_author_903
543,aiub_author_904
17,aiub_author_905
32,aiub_author_906
586,aiub_author_907
241,aiub_author_908
310,aiub_author_909
937,aiub_author_91
9,aiub_author_910
351,aiub_author_912
938,aiub_author_913
939,aiub_author_914
940,aiub_author_915
62,aiub_author_916
941,aiub_author_917
17,aiub_author_918
942,aiub_author_919
943,aiub_author_92
944,aiub_author_920
477,aiub_author_921
945,aiub_author_922
404,aiub_author_924
946,aiub_author_925
381,aiub_author_926
945,aiub_author_927
947,aiub_author_928
948,aiub_author_929
949,aiub_author_93
115,aiub_author_930
62,aiub_author_931
945,aiub_author_932
36,aiub_author_933
950,aiub_author_935
429,aiub_author_936
913,aiub_author_937
951,aiub_author_938
842,aiub_author_939
766,aiub_author_940
839,aiub_author_941
32,aiub_author_942
952,aiub_author_943
953,aiub_author_944
6,aiub_author_945
954,aiub_author_946
955,aiub_author_947
956,aiub_author_948
957,aiub_author_949
208,aiub_author_95
176,aiub_author_950
958,aiub_author_951
874,aiub_author_952
259,aiub_author_953
959,aiub_author_954
960,aiub_author_955
961,aiub_author_956
208,aiub_author_957
962,aiub_author_958
323,aiub_author_959
963,aiub_author_96
657,aiub_author_960
904,aiub_author_961
964,aiub_author_962
965,aiub_author_963
966,aiub_author_964
967,aiub_author_965
287,aiub_author_966
28,aiub_author_968
208,aiub_author_969
968,aiub_author_97
969,aiub_author_970
970,aiub_author_971
874,aiub_author_972
125,aiub_author_973
971,aiub_author_974
972,aiub_author_975
973,aiub_author_976
974,aiub_author_977
17,aiub_author_978
975,aiub_author_979
976,aiub_author_98
32,aiub_author_981
813,aiub_author_983
977,aiub_author_984
312,aiub_author_985
978,aiub_author_987
47,aiub_author_988
979,aiub_author_989
979,aiub_author_989
980,aiub_author_99
981,aiub_author_990
982,aiub_author_991
982,aiub_author_991
468,aiub_author_992
983,aiub_author_993
928,aiub_author_994
984,aiub_author_995
769,aiub_author_996
985,aiub_author_997
472,aiub_author_998
685,aiub_author_999
986,brac_author_0
987,brac_author_1
988,brac_author_10
989,brac_author_101
989,brac_author_101
990,brac_author_103
990,brac_author_103
991,brac_author_105
992,brac_author_106
992,brac_author_106
993,brac_author_107
993,brac_author_107
994,brac_author_108
995,brac_author_109
996,brac_author_11
997,brac_author_110
997,brac_author_110
994,brac_author_111
994,brac_author_111
998,brac_author_112
998,brac_author_112
999,brac_author_113
999,brac_author_113
1000,brac_author_114
1000,brac_author_114
1001,brac_author_116
1002,brac_author_117
1003,brac_author_118
1003,brac_author_118
1004,brac_author_119
1005,brac_author_12
1006,brac_author_120
1007,brac_author_121
1008,brac_author_122
1009,brac_author_123
1010,brac_author_124
1011,brac_author_125
1012,brac_author_126
1013,brac_author_127
1014,brac_author_128
1015,brac_author_129
1016,brac_author_13
1010,brac_author_130
1017,brac_author_131
1018,brac_author_132
1019,brac_author_133
1020,brac_author_134
1021,brac_author_135
1021,brac_author_135
1010,brac_author_136
986,brac_author_137
1022,brac_author_138
1023,brac_author_139
1024,brac_author_14
1025,brac_author_140
1026,brac_author_141
1027,brac_author_142
1027,brac_author_142
1010,brac_author_143
1028,brac_author_144
1029,brac_author_145
1030,brac_author_146
1030,brac_author_146
1031,brac_author_147
1032,brac_author_148
1033,brac_author_149
1009,brac_author_150
1034,brac_author_151
1033,brac_author_152
1035,brac_author_153
1036,brac_author_154
1037,brac_author_155
1038,brac_author_156
1039,brac_author_157
1040,brac_author_158
1041,brac_author_159
1041,brac_author_159
1042,brac_author_16
1042,brac_author_16
1043,brac_author_160
1044,brac_author_161
1002,brac_author_162
1002,brac_author_162
1021,brac_author_163
1045,brac_author_164
1046,brac_author_165
1047,brac_author_166
1048,brac_author_167
1049,brac_author_168
1050,brac_author_169
1051,brac_author_17
1051,brac_author_17
1052,brac_author_170
986,brac_author_171
1053,brac_author_172
1054,brac_author_173
1051,brac_author_174
1055,brac_author_175
1056,brac_author_176
1051,brac_author_177
1051,brac_author_178
986,brac_author_179
1057,brac_author_18
1051,brac_author_180
986,brac_author_181
1058,brac_author_182
1058,brac_author_182
1059,brac_author_183
1055,brac_author_184
1060,brac_author_185
1061,brac_author_186
1062,brac_author_187
1062,brac_author_187
1063,brac_author_188
1064,brac_author_189
1065,brac_author_19
1066,brac_author_190
1067,brac_author_191
1049,brac_author_192
1068,brac_author_193
1069,brac_author_194
1070,brac_author_195
1071,brac_author_196
1039,brac_author_197
1054,brac_author_198
1054,brac_author_198
1026,brac_author_199
1072,brac_author_2
1072,brac_author_2
986,brac_author_20
1073,brac_author_200
1032,brac_author_201
1074,brac_author_202
1002,brac_author_203
1075,brac_author_204
1076,brac_author_205
1077,brac_author_206
1078,brac_author_207
1051,brac_author_208
1079,brac_author_209
1080,brac_author_21
1029,brac_author_210
1072,brac_author_211
1081,brac_author_212
1082,brac_author_213
1083,brac_author_214
1084,brac_author_215
1085,brac_author_216
1051,brac_author_217
1086,brac_author_218
1087,brac_author_219
1088,brac_author_22
1018,brac_author_220
1026,brac_author_221
1089,brac_author_222
1090,brac_author_223
1055,brac_author_224
1032,brac_author_225
1091,brac_author_226
1092,brac_author_227
1093,brac_author_228
1094,brac_author_229
1052,brac_author_23
1052,brac_author_23
1095,brac_author_230
1096,brac_author_231
1097,brac_author_232
1098,brac_author_233
1099,brac_author_234
1100,brac_author_235
1004,brac_author_236
1101,brac_author_237
1102,brac_author_239
1049,brac_author_240
986,brac_author_241
1010,brac_author_242
986,brac_author_243
1103,brac_author_244
1104,brac_author_245
1105,brac_author_246
1026,brac_author_247
1106,brac_author_248
1107,brac_author_249
1058,brac_author_25
1032,brac_author_250
1108,brac_author_251
1109,brac_author_252
1110,brac_author_253
1110,brac_author_253
1111,brac_author_254
1051,brac_author_255
1051,brac_author_256
1112,brac_author_257
1113,brac_author_258
1114,brac_author_259
1115,brac_author_26
1002,brac_author_260
1116,brac_author_261
1026,brac_author_262
1117,brac_author_263
1118,brac_author_264
1119,brac_author_265
1120,brac_author_266
1039,brac_author_267
1054,brac_author_268
1121,brac_author_269
1055,brac_author_27
1122,brac_author_270
1122,brac_author_270
1123,brac_author_271
986,brac_author_272
1055,brac_author_273
1004,brac_author_274
1067,brac_author_275
1002,brac_author_276
1124,brac_author_277
1125,brac_author_278
1003,brac_author_279
1126,brac_author_280
1004,brac_author_281
1127,brac_author_282
1098,brac_author_283
986,brac_author_284
1003,brac_author_285
1003,brac_author_285
1128,brac_author_286
1051,brac_author_287
1129,brac_author_288
1130,brac_author_289
1131,brac_author_290
1132,brac_author_291
1133,brac_author_292
1134,brac_author_293
1135,brac_author_294
1010,brac_author_295
1136,brac_author_296
1137,brac_author_297
1052,brac_author_298
1066,brac_author_299
1138,brac_author_30
1002,brac_author_300
1139,brac_author_301
1052,brac_author_302
1140,brac_author_303
1141,brac_author_304
1142,brac_author_305
1143,brac_author_306
1143,brac_author_306
1068,brac_author_307
1144,brac_author_308
1004,brac_author_309
1145,brac_author_31
1146,brac_author_310
1147,brac_author_311
1002,brac_author_312
1148,brac_author_313
1010,brac_author_314
1010,brac_author_315
1149,brac_author_316
1010,brac_author_317
1150,brac_author_318
1151,brac_author_319
1032,brac_author_32
1152,brac_author_320
1092,brac_author_321
1002,brac_author_322
1002,brac_author_322
1153,brac_author_323
1154,brac_author_324
1054,brac_author_325
1054,brac_author_325
1004,brac_author_326
1155,brac_author_327
1156,brac_author_328
1002,brac_author_329
1002,brac_author_329
1010,brac_author_33
1157,brac_author_330
1158,brac_author_331
1159,brac_author_332
1087,brac_author_333
1152,brac_author_334
1092,brac_author_335
1160,brac_author_336
1064,brac_author_337
1161,brac_author_338
1056,brac_author_339
1162,brac_author_34
1163,brac_author_340
1164,brac_author_341
1054,brac_author_342
1054,brac_author_342
1077,brac_author_343
1165,brac_author_344
1166,brac_author_345
1011,brac_author_346
1034,brac_author_347
1167,brac_author_348
1168,brac_author_349
1169,brac_author_35
1032,brac_author_350
1055,brac_author_351
1170,brac_author_352
1171,brac_author_353
1032,brac_author_354
1172,brac_author_356
1172,brac_author_356
1173,brac_author_357
1173,brac_author_357
1174,brac_author_359
1174,brac_author_359
1175,brac_author_36
1175,brac_author_36
1176,brac_author_363
1177,brac_author_365
1177,brac_author_365
1178,brac_author_367
1179,brac_author_368
1179,brac_author_368
1180,brac_author_369
1180,brac_author_369
1181,brac_author_37
1181,brac_author_37
1182,brac_author_370
1183,brac_author_372
1032,brac_author_375
1010,brac_author_376
1051,brac_author_377
1184,brac_author_378
1032,brac_author_379
1010,brac_author_38
1185,brac_author_383
1185,brac_author_383
1124,brac_author_39
1186,brac_author_390
1186,brac_author_390
1187,brac_author_391
1187,brac_author_391
1188,brac_author_392
1189,brac_author_393
1189,brac_author_393
1190,brac_author_394
1032,brac_author_395
1191,brac_author_396
1054,brac_author_397
1054,brac_author_397
986,brac_author_398
1055,brac_author_399
1055,brac_author_399
986,brac_author_4
1192,brac_author_40
1192,brac_author_40
1193,brac_author_400
1002,brac_author_401
1003,brac_author_402
1003,brac_author_402
1194,brac_author_403
1194,brac_author_403
1195,brac_author_404
1196,brac_author_405
1197,brac_author_406
1055,brac_author_408
1051,brac_author_409
1198,brac_author_41
1198,brac_author_41
1199,brac_author_410
1127,brac_author_411
1200,brac_author_412
1200,brac_author_412
1201,brac_author_413
1202,brac_author_414
1203,brac_author_415
1204,brac_author_416
1201,brac_author_417
1205,brac_author_418
1032,brac_author_419
1198,brac_author_42
1198,brac_author_42
1206,brac_author_420
1052,brac_author_421
1052,brac_author_421
1207,brac_author_422
1066,brac_author_423
1208,brac_author_424
1209,brac_author_425
986,brac_author_426
1052,brac_author_427
1052,brac_author_427
1002,brac_author_428
1002,brac_author_428
1210,brac_author_429
1211,brac_author_43
1212,brac_author_430
1213,brac_author_431
1213,brac_author_431
1002,brac_author_432
1002,brac_author_432
1214,brac_author_433
1214,brac_author_433
986,brac_author_434
1215,brac_author_435
1216,brac_author_436
1217,brac_author_438
1217,brac_author_438
1218,brac_author_439
1218,brac_author_439
1219,brac_author_44
1220,brac_author_440
1220,brac_author_440
1022,brac_author_441
1126,brac_author_442
1126,brac_author_442
1200,brac_author_443
1200,brac_author_443
1221,brac_author_444
1002,brac_author_445
1222,brac_author_446
1054,brac_author_447
1054,brac_author_447
1055,brac_author_448
1054,brac_author_449
1054,brac_author_449
1223,brac_author_45
1224,brac_author_450
1033,brac_author_451
1225,brac_author_452
1226,brac_author_453
1227,brac_author_455
1099,brac_author_456
1122,brac_author_457
1122,brac_author_457
1228,brac_author_458
1229,brac_author_459
1230,brac_author_46
1055,brac_author_460
1055,brac_author_460
1032,brac_author_461
1137,brac_author_462
1231,brac_author_463
1232,brac_author_464
1031,brac_author_465
1031,brac_author_465
1233,brac_author_466
1234,brac_author_467
1049,brac_author_468
1130,brac_author_469
1235,brac_author_47
1052,brac_author_470
1223,brac_author_471
1205,brac_author_472
1236,brac_author_473
1203,brac_author_474
1010,brac_author_475
1237,brac_author_476
1238,brac_author_477
1238,brac_author_477
1239,brac_author_478
1240,brac_author_479
1240,brac_author_479
1169,brac_author_48
1192,brac_author_480
1241,brac_author_481
1087,brac_author_482
1087,brac_author_482
1242,brac_author_483
1242,brac_author_483
1220,brac_author_484
1220,brac_author_484
1243,brac_author_485
1243,brac_author_485
1244,brac_author_486
1245,brac_author_487
1246,brac_author_488
1217,brac_author_489
1219,brac_author_49
1219,brac_author_49
1247,brac_author_490
1248,brac_author_491
1249,brac_author_492
1250,brac_author_493
1055,brac_author_494
1055,brac_author_494
1251,brac_author_495
1251,brac_author_495
1252,brac_author_496
1253,brac_author_497
1254,brac_author_498
1254,brac_author_498
1099,brac_author_499
1099,brac_author_499
1255,brac_author_5
1256,brac_author_500
1257,brac_author_501
1257,brac_author_501
1055,brac_author_502
1055,brac_author_502
1258,brac_author_503
1258,brac_author_503
1259,brac_author_504
1050,brac_author_505
1050,brac_author_505
1032,brac_author_506
1260,brac_author_507
1261,brac_author_508
1031,brac_author_509
1031,brac_author_509
1262,brac_author_510
1066,brac_author_511
1263,brac_author_512
1264,brac_author_513
1072,brac_author_514
1072,brac_author_514
1055,brac_author_515
1265,brac_author_516
1265,brac_author_516
1266,brac_author_517
1266,brac_author_517
1267,brac_author_518
1268,brac_author_519
1268,brac_author_519
1269,brac_author_520
1270,brac_author_521
1271,brac_author_522
1271,brac_author_522
1272,brac_author_523
1259,brac_author_524
1131,brac_author_525
1205,brac_author_526
1009,brac_author_527
1009,brac_author_527
1066,brac_author_528
1066,brac_author_528
1066,brac_author_529
1066,brac_author_529
1055,brac_author_530
1009,brac_author_531
1009,brac_author_531
1051,brac_author_532
1273,brac_author_533
1274,brac_author_534
1275,brac_author_535
1276,brac_author_536
1158,brac_author_537
1277,brac_author_538
1278,brac_author_539
1278,brac_author_539
1279,brac_author_540
1280,brac_author_541
1280,brac_author_541
1054,brac_author_542
1281,brac_author_543
1281,brac_author_543
1282,brac_author_545
1282,brac_author_545
1283,brac_author_546
1283,brac_author_546
1054,brac_author_547
1054,brac_author_547
1284,brac_author_548
1275,brac_author_549
1285,brac_author_550
1286,brac_author_551
1286,brac_author_551
1287,brac_author_552
1287,brac_author_552
1288,brac_author_553
986,brac_author_554
1289,brac_author_555
1290,brac_author_556
1290,brac_author_556
1291,brac_author_557
1292,brac_author_558
1293,brac_author_559
1294,brac_author_56
1294,brac_author_56
1295,brac_author_560
1296,brac_author_561
1297,brac_author_562
1297,brac_author_562
1298,brac_author_563
1299,brac_author_564
1066,brac_author_565
1066,brac_author_566
1300,brac_author_567
1131,brac_author_568
1131,brac_author_568
1301,brac_author_569
1010,brac_author_572
1302,brac_author_573
1303,brac_author_574
1304,brac_author_575
1119,brac_author_576
1304,brac_author_577
1305,brac_author_578
1306,brac_author_579
1010,brac_author_580
1120,brac_author_581
1307,brac_author_582
1060,brac_author_583
1308,brac_author_584
1309,brac_author_585
1310,brac_author_586
1107,brac_author_587
1311,brac_author_588
1301,brac_author_589
1312,brac_author_59
1312,brac_author_59
1260,brac_author_590
1107,brac_author_591
1313,brac_author_592
1314,brac_author_593
1315,brac_author_594
1196,brac_author_595
1316,brac_author_596
1317,brac_author_598
1317,brac_author_598
1318,brac_author_6
1318,brac_author_6
1319,brac_author_60
1319,brac_author_60
1320,brac_author_600
1321,brac_author_602
1322,brac_author_603
1323,brac_author_604
1324,brac_author_605
1325,brac_author_606
1326,brac_author_607
1317,brac_author_608
1317,brac_author_608
1327,brac_author_609
1328,brac_author_61
1328,brac_author_61
1315,brac_author_610
1329,brac_author_611
1330,brac_author_612
1331,brac_author_613
1332,brac_author_614
1311,brac_author_615
1333,brac_author_616
1334,brac_author_617
1335,brac_author_618
1336,brac_author_619
1312,brac_author_62
1312,brac_author_62
1337,brac_author_620
1338,brac_author_621
1339,brac_author_622
1340,brac_author_623
1341,brac_author_624
1342,brac_author_626
1343,brac_author_627
1344,brac_author_628
1201,brac_author_63
1201,brac_author_63
1345,brac_author_630
1346,brac_author_631
1086,brac_author_632
1022,brac_author_633
1347,brac_author_635
1348,brac_author_636
1349,brac_author_637
1350,brac_author_638
1351,brac_author_639
995,brac_author_64
995,brac_author_64
1352,brac_author_641
1153,brac_author_642
1353,brac_author_643
1311,brac_author_645
1354,brac_author_646
1355,brac_author_647
1356,brac_author_648
1357,brac_author_649
1309,brac_author_650
1105,brac_author_651
1358,brac_author_652
1359,brac_author_653
1360,brac_author_654
1361,brac_author_655
1311,brac_author_656
1362,brac_author_657
1363,brac_author_658
1250,brac_author_659
1364,brac_author_660
1365,brac_author_661
1366,brac_author_663
1367,brac_author_664
1368,brac_author_665
1369,brac_author_666
1370,brac_author_667
1371,brac_author_668
1054,brac_author_669
1089,brac_author_670
1372,brac_author_671
1373,brac_author_672
1018,brac_author_673
1018,brac_author_673
1054,brac_author_674
1081,brac_author_675
1010,brac_author_676
1089,brac_author_677
1374,brac_author_678
1054,brac_author_679
1375,brac_author_680
1376,brac_author_681
1377,brac_author_682
1220,brac_author_685
1378,brac_author_687
1373,brac_author_689
1379,brac_author_69
1379,brac_author_69
1031,brac_author_690
1018,brac_author_692
1010,brac_author_693
1380,brac_author_694
1131,brac_author_695
1196,brac_author_698
1381,brac_author_699
1052,brac_author_7
1131,brac_author_70
1131,brac_author_70
1382,brac_author_700
1383,brac_author_701
1365,brac_author_703
1365,brac_author_704
1055,brac_author_706
1153,brac_author_707
1384,brac_author_708
1385,brac_author_709
1386,brac_author_711
1387,brac_author_712
1387,brac_author_712
1388,brac_author_713
1218,brac_author_714
1218,brac_author_714
1389,brac_author_715
1390,brac_author_716
1391,brac_author_717
1392,brac_author_718
1392,brac_author_718
1393,brac_author_719
1394,brac_author_72
1394,brac_author_72
1395,brac_author_720
1396,brac_author_721
1396,brac_author_721
1397,brac_author_722
1398,brac_author_723
1399,brac_author_724
1400,brac_author_725
1391,brac_author_726
1386,brac_author_727
1401,brac_author_728
1401,brac_author_728
1402,brac_author_729
1052,brac_author_730
1403,brac_author_731
1403,brac_author_731
1404,brac_author_732
1405,brac_author_733
1055,brac_author_734
1055,brac_author_734
1406,brac_author_735
1407,brac_author_736
1407,brac_author_736
1408,brac_author_737
1409,brac_author_738
1272,brac_author_740
1410,brac_author_741
1114,brac_author_742
1114,brac_author_742
1090,brac_author_743
1060,brac_author_744
1411,brac_author_745
1412,brac_author_746
1412,brac_author_746
1413,brac_author_747
1414,brac_author_748
1414,brac_author_748
1415,brac_author_749
1416,brac_author_750
1417,brac_author_751
1418,brac_author_752
1418,brac_author_752
1051,brac_author_753
1419,brac_author_754
1420,brac_author_755
1421,brac_author_756
986,brac_author_757
1052,brac_author_758
1422,brac_author_759
1051,brac_author_760
1423,brac_author_761
1424,brac_author_762
1098,brac_author_763
1425,brac_author_764
1426,brac_author_765
1426,brac_author_765
1427,brac_author_766
1428,brac_author_767
1428,brac_author_767
1429,brac_author_77
1429,brac_author_77
994,brac_author_78
1301,brac_author_79
1198,brac_author_8
1198,brac_author_8
1430,brac_author_81
1430,brac_author_81
1431,brac_author_82
1431,brac_author_82
1212,brac_author_83
1212,brac_author_83
1432,brac_author_84
1432,brac_author_84
1433,brac_author_85
1433,brac_author_85
1149,brac_author_86
1149,brac_author_86
1189,brac_author_88
1189,brac_author_88
1434,brac_author_89
1435,brac_author_9
1120,brac_author_91
1436,brac_author_92
1437,brac_author_93
1438,brac_author_94
1438,brac_author_94
1201,brac_author_97
1439,brac_author_99
1439,brac_author_99
1440,buet_author_0
1441,buet_author_1
1337,buet_author_10
1118,buet_author_100
1131,buet_author_1000
1032,buet_author_1003
1002,buet_author_1007
1301,buet_author_101
1010,buet_author_1013
1442,buet_author_1016
1443,buet_author_1018
1444,buet_author_102
1115,buet_author_1025
986,buet_author_1026
1445,buet_author_103
1214,buet_author_1033
1446,buet_author_1034
1447,buet_author_1035
1447,buet_author_1035
1448,buet_author_1036
1449,buet_author_104
1450,buet_author_1042
1451,buet_author_105
1452,buet_author_1050
1453,buet_author_1054
1454,buet_author_1055
1454,buet_author_1055
1455,buet_author_1059
1130,buet_author_106
1456,buet_author_1065
986,buet_author_1067
1457,buet_author_1068
1458,buet_author_107
1459,buet_author_1073
1460,buet_author_1074
1461,buet_author_1076
1462,buet_author_1078
1463,buet_author_1079
1464,buet_author_1082
1465,buet_author_1085
1466,buet_author_1091
1467,buet_author_1095
1468,buet_author_1096
1469,buet_author_1097
1173,buet_author_1098
1173,buet_author_1098
1470,buet_author_1099
1471,buet_author_11
1092,buet_author_110
1472,buet_author_1100
1232,buet_author_1101
1473,buet_author_1105
1099,buet_author_1106
1474,buet_author_111
1475,buet_author_1112
1088,buet_author_1114
1098,buet_author_1115
1457,buet_author_1116
986,buet_author_1117
1476,buet_author_1119
1451,buet_author_112
1107,buet_author_1121
1477,buet_author_1122
1478,buet_author_1123
1479,buet_author_1124
1480,buet_author_1126
1481,buet_author_1127
1482,buet_author_113
1483,buet_author_1131
986,buet_author_1132
1032,buet_author_1133
1484,buet_author_1134
1032,buet_author_1135
1477,buet_author_1136
1301,buet_author_1137
1002,buet_author_1139
1002,buet_author_1139
1485,buet_author_114
1001,buet_author_1140
1001,buet_author_1140
1486,buet_author_1141
1487,buet_author_1144
1488,buet_author_1146
1489,buet_author_1147
1490,buet_author_1150
986,buet_author_1151
1455,buet_author_1152
1491,buet_author_1158
1490,buet_author_1160
1492,buet_author_1163
1492,buet_author_1163
1478,buet_author_1164
1493,buet_author_1167
1494,buet_author_1168
1495,buet_author_117
1496,buet_author_1171
1032,buet_author_1172
986,buet_author_1174
1114,buet_author_1175
1497,buet_author_1176
1498,buet_author_1177
1499,buet_author_1178
1499,buet_author_1178
1500,buet_author_1181
1083,buet_author_1182
1501,buet_author_1185
1502,buet_author_1186
1464,buet_author_1188
