Title,Authors
"M. Shorif Uddin, H. Inaba, Y. Yoshida, Y. Itakura","Debris Flow Velocity Estimation by Cross-Correlation Method,"
"M. Shorif Uddin, H. Inaba, Y. Yoshida, Y. Itakura","Notes on gradient-based methods for estimation of large motion in image sequences,"
"M. Shorif Uddin, H. Inaba, Y. Yoshida, Y. Itakura","Notes on debris flow image model,"
"M. Shorif Uddin, H. Inaba, Y. Itakura, Y. Yoshida, M. Kasahara","Large motion estimation by gradient technique - application to debris flow velocity,"
"H. Inaba, M. Shorif Uddin, Y. Itakura, M. Kasahara","Surface velocity vector field measurement of debris flow based on spatio temporal derivative space method,"
"Md Rakib Hasan Mohammad Rabiul Alam, Sarker Md Firoz-Ul-Amin Mohammad, and Zahidur Rahman",A Low Cost ECG Monitoring System with ECG Data Filtering
Amita Chakraborty et al,Security and Privacy of Online Sealed Bid Auction
Subrata Kumar Das and Mohammad Zahidur Rahman,A middleware architecture to integrate and share health data from heterogeneous and diverse data sources
Subrata Kumar Das and Mohammad Zahidur Rahman,A secured compression technique based on encoding for sharing electronic patient data in slow-speed networks
Toufik Ahmed Emon et al,Improving security of the telemedicine system for the rural people of Bangladesh
Toufik Ahmed Emon et al,Telemedicine and IoMT: Its importance regarding healthcare in Bangladesh
"Sayed MD Fahim Fahad, Md Abdur Rafi Ibne Mahmood, and Mohammad Zahidur Rahman",Reform Based Version Management System for XML Data
Dewan Md Farid and Mohammad Zahidur Rahman,Attribute weighting with adaptive NBTree for reducing false positives in intrusion detection
"Dewan Md Farid, Mohammad Zahidur Rahman, and Chowdhury Mofizur Rahman",An ensemble approach to classifier construction based on bootstrap aggregation
"Dewan Md. Farid, Nouria Harbi, and Mohammad Zahidur Rahman",Combining Naive Bayes and Decision Tree for Adaptive Intrusion Detection
Dewan Md. Farid and Mohammad Zahidur Rahman,Anomaly Network Intrusion Detection Based on Improved Self Adaptive Bayesian Algorithm
"Dewan Md. Farid, Mohammad Zahidur Rahman, and Chowdhury Mofizur Rahman",Adaptive Intrusion De- tection based on Boosting and Naïve Bayesian Classifier
Dewan Md. Farid et al,Attacks Classification in Adaptive Intrusion Detection using Decision Tree
Israt Jahan and Mohammad Zahidur Rahman,A realistic divisible transferable electronic cash for general use
Israt Jahan et al,Divisible Transferable Anonymous Electronic Cash System for General Use
"Yew Kok Meng, Mohammad Zahidur Rahman, and Sai Peck Lee",Object-oriented approach to specify secret sharing protocol in security critical system using formal method
"Uzzal Kumar Prodhan, Mohammad Zahidur Rahman, and Israt Jahan",A survey on the assessment of the present states and opportunities of telemedicine in Bangladesh
"Uzzal Kumar Prodhan, Mohammad Zahidur Rahman, and Israt Jahan",Design and implementation of an advanced telemedicine model for the rural people of Bangladesh
Uzzal Kumar Prodhan et al,Implementation of Low Cost Remote Primary Healthcare Services through Telemedicine: Bangladesh Perspectives
Mohammad Zahidur Rahman and Sai Peck Lee,Sealed-Bid Auction Protocol Implementation Over Corba Architecture
"Fauzia Yasmeen Tani, Dewan Md Farid, and Mohammad Zahidur Rahman",Ensemble of decision tree classifiers for mining web data streams
Farzana Islam Adiba and Mohammad Zahidur Rahman,Machine Learning Models to Analyze the Effect of Drugs on Neonatal-ICU Length of Stay
"Farzana Islam Adiba, Sharmin Nahar Sharwardy, and Mohammad Zahidur Rahman",Multivariate time series prediction of pediatric ICU data using deep learning
Suman Ahmmed et al,Computational intelligence approach to load forecasting-a practical application for the desert of Saudi Arabia
Suman Ahmmed et al,STLF using Neural Networks and Fuzzy for anomalous load scenarios-A case study for Hajj
"Tahmid Tanzi Alam, Ahmad Naquib Chowdhury, and Mohammad Zahidur Rahman",AN intelligent road traffic management system using NVIDIA GPU
Umme Sayma Busra and Mohammad Zahidur Rahman,Mobile phone based telemedicine service for rural Bangladesh: ECG
Partha Chakraborty et al,How can a robot calculate the level of visual focus of human’s attention
Subrata Kumar Das and Mohammad Zahidur Rahman,A compression technique for electronic health data through encoding
Subrata Kumar Das and Mohammad Zahidur Rahman,A new watermarking approach for ensuring patient data authentication over a low-quality communication environment
Subrata Kumar Das and Mohammad Zahidur Rahman,A simplified architecture to integrate and interop- erate heterogeneous and distributed healthcare data
Subrata Kumar Das and Mohammad Zahidur Rahman,A Watermarking Approach to Communicate Patient Data Securely from Distributed Sources
Subrata Kumar Das and Mohammad Zahidur Rahman,Middleware to Integrate Patient Data from Heterogeneous Distributed Databases and Its Efficacy
Dewan Md Farid and Mohammad Zahidur Rahman,Anomaly detection model for network intrusion detection using conditional probabilities
Dewan Md Farid and Mohammad Zahidur Rahman,Learning intrusion detection based on adaptive bayesian algorithm
Dewan Md Farid et al,Adaptive Network Intrusion Detection Learning: Attribute Selection and Classifi- cation
Dewan Md Farid et al,Scaling up detection rates and reducing false positives in intrusion detection using nbtree
Md Rakib Hasan et al,Reliable identity management system using Raspberry Pi
Mehedee Hassan and Mohammad Zahidur Rahman,Crime news analysis: Location and story detection
Md Nazrul Islam and Mohammad Zahidur Rahman,Electronic commerce adoption small and medium scale industry in Bangladesh
Md Nazrul Islam and Mohammad Zahidur Rahman,Secure online sealed bid Auction
Md Aktaruzzaman Pramanik et al,Performance Analysis of Classification Algorithms for Outcome Predic- tion of T20 Cricket Tournament Matches
"Uzzal Kumar Prodhan, Muhammad Zahidur Rahman, and Israt Jahan",A systematic analysis on the telemedicine services in Bangladesh
Uzzal Kumar Prodhan et al,Development of a portable telemedicine tool for remote diagnosis of telemedicine application
Uzzal Kumar Prodhan et al,Development of a telemedicine model with low cost portable tool kit for remote diagnosis of rural people in Bangladesh
"Ratna R Sarkar, Amitabha Chakrabarty, and Mohammad Zahidur Rahman",Low-End Hand Held Commu- nication Devices in a Post-Disaster Scenario
"Ratna R Sarkar, Amitabha Chakrabarty, and Mohammad Zahidur Rahman",VANET Routing Protocols in Real-World Mobility Tracing
"Kaafi Mahmud Sarker, Israt Jahan, and Mohammad Zahidur Rahman",Secure e-cash model using Java based smartcard
"Sharmin Nahar Sharwardy, Mohammad Zahidur Rahman, and Hasan Sarwar",ICU Patient Status Predic- tion Using Markov Chain Model
Shakila Mahjabin Tonni et al,Securing big data efficiently through microaggregation technique
"Kok Meng Yew, M. Zahidur Rahman, and Sai Peck Lee",Formal Verification of Secret Sharing Protocol Using Coq
"Kok Meng Yew, M. Zahidur Rahman, and Sai Peck Lee",Mean Time Offset Protocol for Cluster of Auction Servers over TCP/IP Network
"Rumana Yasmin, Aparna Das, Liton Jude Rozario, Md. Ezharul Islam, ""Butterfly detection and classification techniques: A review","Intelligent Systems with Applications, Volume 18, 2023, 200214, ISSN 2667-3053, https://doi.org/10.1016/j.iswa.2023.200214   Available online 15 March 2023  ( https://www.sciencedirect.com/science/article/pii/S266730532300039X )"
"Shahnaj Parvin, Md. Ezharul Islam, and Liton Jude Rozario, ""Nighttime Vehicle Detection Methods Based on Headlight Feature: A Review","IAENG International Journal of Computer Science, vol. 49, no.1, pp79-93, March 2022."
"Shahnaj Parvin, Liton Jude Rozario, Md. Ezharul Islam, �Vehicle Number Plate Detection and Recognition Techniques: A Review,� Advances in Science, Technology and Engineering Systems Journal (ASTESJ), Volume 06, Issue no 02, PP. 423-438, 17 March 2021.",
"Shahnaj Parvin, Liton Jude Rozario, Md. Ezharul Islam, �Vision-based On-Road Nighttime Vehicle Detection and Tracking Using Taillight and Headlight Features,� Journal of Computer and Communications (JCC), Volume 09, Issue no 03, PP. 29-53, 09 March 2021.",
"Shahnaj Parvin, Md. Ezharul Islam, Liton Jude Rozario, �Nighttime Vehicle Detection Methods based on Brake Light/Taillight Features: A Review","International Journal of Computer Science and Information Security (IJCSIS), Volume 18, Issue no 12, PP. 61-72, 31 December 2020."
"Bulbul Ahammad, Liton Jude Rozario, Anup Majumder, Md. Imdadul Islam, ""Combination of SVM, LDA, PCA and linear regression under fuzzy system in human face recognition","International Journal of Engineering & Technology, 7 (4) (2018) pp. 6970-6976."
"Liton Jude Rozario, Tanzila Rahman, Mohammad Shorif Uddin, �Segmentation of the Region of Defects in Fruits and Vegetables,� International Journal of Computer Science and Information Security, Vol. 14, No. 5, pp. 399-406, (May 2016).",
"Md. Golam Moazzam and Md. Al-Amin Bhuiyan,",A Novel Approach for Human Face Detection Using Genetic Algorithm
"Md. Golam Moazzam, Ms. Rubayat Parveen, and Md. Al-Amin Bhuiyan,",Human Face Detection under Complex Lighting Conditions
"Amita Chakraborty, Md. Golam Moazzam, Shamima Nasrin, Mohammad Zahidur Rahman",A Novel Approach for Efficient and Convenient E-Auction
"Mahbuba Begum, Md. Golam Moazzam, Mohammad Shorif Uddin,",Quantitative Analysis on Robustness of FLD and PCA-Based Face Recognition Algorithms
"Israt Jahan, Md. Golam Moazzam, KM Akkas Ali, Mujiba Shaima and Abu Tayeb Muhammad Alimuzzaman,",Purity Analysis of Pulse Crops using Machine Vision System
"Md. Golam Moazzam, Tanzila Rahman and Mohammad Shorif Uddin,","Effective Techniques for Reduction of Impulse, Gaussian and Speckle Noises"
"Mahbuba Begum, Jannatul Ferdush and Md. Golam Moazzam,","A Hybrid Cryptosystem Using DNA, OTP and RSA"
"Md. Golam Moazzam, Mohammad Reduanul Haque and Mohammad Shorif Uddin,",Image-Based Vehicle Recognition using Neural Network
"Md. Golam Moazzam, Mohammad Reduanul Haque and Mohammad Shorif Uddin,",Image-Based Vehicle Speed Estimation
"Md. Saddam Hossain, Amina Khatun, SM Khiroul Bashar and Md. Golam Moazzam,",Automatic Image Stitching Using Feature Based Approach
"Mahbub Alam, Osman Goni, Abu Shameem, Shamimul Islam, Nayan Kumar Datta, Shakil Ahmed, and Golam Moazzam,",An Approach for the Normalization of Short Message Service to Detect Shorter Form of Words and Find out Actual Word
Md. Humayun Kabir,Study on the Performance of Classification Algorithms for Data Mining
Md. Humayun Kabir,Knowledge Extraction by Applying Data Mining Technique to Use in Decision Making for Development Policy Making
Md. Humayun Kabir,Data Mining Framework for Generating Sales Decision Making Information Using Association Rules
Md. Humayun Kabir,Automatic Construction of Java Programs from Functional Program Specifications
Shibli Syeed Ashrafi,Md. Humayun Kabir
Md. Al Mamun and Md. Humayun Kabir,Performance Improvement Techniques for Customized Data Warehouse
Md. Humayun Kabir and Fatema Rahman,Data Mining System for Decision Making in Rural Agriculture
"Azad, M.A.K. and Oh, H., Optimizing the Data Acquisition Cycle Time of a Sensor MAC in Industrial WSNs., International Journal of Emerging Technology and Advanced Engineering, 12, 11, pp.pp. 26-36., 2022. doi: DOI: https://doi.org/10.46338/ijetae1122_04",
"Azad, M.A.K. and Oh, H., A Multicast-based MAC Protocol for Improving Data Transmission Efficiency in Industrial WSNs., International Journal of Emerging Technology and Advanced Engineering, 12, 9, pp.63-73, 2022. doi: DOI: https://doi.org/10.46338/ijetae0922_07",
"Ahmed, M.S.; Aurpa, T.T.; Azad, M.A.K., Fish Disease Detection Using Image Based Machine Learning Technique in Aquaculture, Journal of King Saud University Computer and Information Sciences, 2021. doi: https://doi.org/10.1016/j.jksuci. 2021.05.003",
"Md Abul Kalam azad, Anup Majumder, Jugal Krisna Das, and Md Imdadul Islam, Improving Signal Detection Accuracy at FC of a CRN using Machine Learning and Fuzzy Rules, Indonesian Journal of Electrical Engineering and Computer Science, 21, 2, pp.1140-1150, 2021. doi: DOI: http://doi.org/10.11591/ijeecs.v21.i2.pp1140-1150",
"Md Abul Kalam Azad, Chi Trung Ngo, and Hoon Oh, A two-channel slotted sense multiple access protocol for timely and reliable data transmission in industrial wireless sensor networks, International Journal of Distributed Sensor Networks, 16, 3, pp.1-13, 2020. doi: DOI: 10.1177/1550147720902007",
"Md Abul Kalam Azad, Anup Majumder, Mohammad Ruhul Amin Khandaker, Jugal Krisna Das, and Md Imdadul Islam, Primary User Aided Cognitive Radio Network with Optimum Location of Relay, International Journal of Scientific & Technology Research, 9, 9, pp.217-221, 2020.",
"Abul Kalam Azad, Jugal K. Das, Imdadul Islam, Signal Detection of Co-Operative Cognitive Radio Network under Neural Network, Journal of Computer and Communications, 6, 9, pp.60-72, 2018. doi: DOI: 10.4236/jcc.2018.69006",
"Md Abul Kalam Azad, Sanjit Kumar Saha, Md Imdadul Islam, and Jugal Krisna Das, Detection of Primary User at Fusion Center of a CRN Using Fuzzy-Logic Rules, International Journal of Computer Science and Information Security, 16, 8, pp.84-92, 2018.",
"Md Abul Kalam Azad, Abu Sayed Md Mostafizur Rahaman, Md Imdadul Islam, and Jugal Krisna Das, Comparison of SNR and SIR Based Fading Models in Determination of Normalized Channel Capacity of Cooperative Cognitive Radio Network, International Journal of Computer Science and Information Security, 15, 3, pp.56-61, 2017.",
"Seokhoon Yoon, Abul Kalam Azad, Hoon Oh and Sunghwan Kim, AURP: An AUV-Aided Underwater Routing Protocol for Underwater Acoustic Sensor Networks,Sensors ,12 ,2 ,pp1827-1845 ,2012 doi: doi:10.3390/s120201827",
"Mollah ,M B ,Azad ,M A K ,Vasilakos ,A ,Secure data sharing and searching at the edge of cloud-assisted Internet of Things ,IEEE Cloud Computing ,4 ,pp34�42 ,2017",
"Mollah ,M B ,Azad ,M A K ,Vasilakos ,A ,Security and privacy challenges in mobile cloud computing: Survey and way ahead ,Journal of Network and Computer Applications ,84 ,pp38-54 ,2017",
"Md Abul Kalam Azad,Mohammad Ruhul Amin Khandaker,Md Imdadul Islam,and Jugal Krisna Das ,Comparison of Performance of Cognitive Radio Network under Single and Multi-user Scenario ,1st International Conference on Advances in Science ,Engineering and Robotics Technology (ICASERT-2019) ,East-West University,Dhaka ,2019 doi: DOI: 10.1109/ICASERT.2019.8934545",
"Morium Akter, Mohammad Abu Baker and Mohammad Shorif Uddin",Smart Home Security System
"Md. Tarek Habib, Anup Majumder, A.Z.M. Jakaria, Morium Akter, Mohammad Shorif Uddin, Farruk Ahmed","Machine vision-based papaya disease recognition,"
"Umme Sara, Morium Akter, Mohammad Shorif Uddin","Image quality assessment through FSIM, SSIM, MSE and PSNR- A comparative study,"
"Aditi Sarker, Morium Akter and Mohammad Shorif Uddin","Simulation of Hazy Image and Validation of Haze Removal Technique,"
"Morium Akter, Liton Jude Rozario, Mohammad Shorif Uddin","Gait Recognition for Security and Surveillance System- A Review,"
"Md. Tarek Habib, Anup Majumder, A.Z.M. Jakaria, Morium Akter, Mohammad Shorif Uddin, Farruk Ahmed","Machine Vision Based Papaya Disease Recognition,"
Morium Akter,"Detection of Microaneurysm in Diabetic Retinopathy,"
Morium Akter and Mohammad Shorif Uddin,Android-Based Diabetes Management System
"Morium Akter, Mohammad Shorif  Uddin and Md. Atiqul Islam",A Mobile-Based System for Management of Hypertension with Diabetes
Morium  Akter and Mohammad Shorif Uddin,Morphology-Based Exudates Detection in Diabetic Retinopathy
Morium Akter and Mohammad Shorif Uddin,A Review on Automated diagnosis of Diabetic Retinopathy
Mohammad Shorif Uddin and Morium Akter,Development of a knowledge-based diagnosis and management system for diabetes mellitus through web-based technique
"Md. Sabab Zulfiker, Nasrin Kabir, Hafsa Moontari Ali,  M. Reduanul Haque, Morium Akter and M. Shorif Uddin","Sentiment Analysis Based on Users' Emotional Reactions about Ride-sharing Services on Facebook and Twitter,"
"Mohammad Shorif Uddin, Bishal Gautam, Aditi Sarker, Morium Akter and Mohammad Reduanul Haque",Image-Based Automated Haze Removal Using Dark Channel Prior
"Morium Akter, Mohammad Shorif Uddin and Mahmudul Hasan Khan",Morphology-based exudates detection from color fundus images in diabetic retinopathy
"Morium Akter, Mohammad Shorif Uddin and Aminul Haque",A Knowledge-Based System for Diagnosis and Management of Diabetes Mellitus
"Sanjit Kumar Saha, Ingo Schmitt",A Relevance Feedback-Based Approach for Non-TI Clustering
"Sheikh Shah Mohammad Motiur Rahman, Sanjit Kumar Saha", StackDroid: Evaluation of A Multi-Level Approach for Detecting the Malware on Android using Stacked Generalization
"Sanjit Kumar Saha, Md. Shamsuzzaman, Md. Al-Amin Bhuiyan",On Bangla Character Recognition 
"Sanjit Kumar Saha, Tapashi Gosswami",A Study of Triangle Inequality Violations in Social Network Clustering
"Sanjit Kumar Saha",Performance Evaluation of Neural Networks in Road Sign Recognition
"Md Abul Kalam Azad, Sanjit Kumar Saha, Md. Imdadul Islam, Jugal Krishna Das",Detection of Primary User at Fusion Center of a CRN Using Fuzzy-Logic Rules
"Tapashi Gosswami, Sanjit Kumar Saha, Mahmudul Hasan",Stock Market Data Analysis and Future Stock Prediction using Neural Network
"Tapashi Gosswami, Sanjit Kumar Saha",Handwritten Bangla Numeral Recognition Exerting Neural Network Approach
"Sanjit Kumar Saha, Md. Shamsuzzaman, Dulal Chakraborty, Md. Mahfuzur Rahman, Md. Al-Amin",Performance Evaluation of Neural Networks in Bangla OCR
"Md. Mahfuzur Rahman, Sanjit Kumar Saha, Md. Zakir Hossain, Md. Babul Islam",Performance Evaluation of CMN for Mel-LPC based Speech Recognition in Different Noisy Environments
"Dulal Chakraborty, Sanjit Kumar Saha, Md. Al-Amin Bhuiyan",Face Recognition using Eigenvector and Principal Component Analysis
"Sanjit Kumar Saha, Dulal Chakraborty, Md. Al-Amin Bhuiyan",Neural Network based Road Sign Recognition 
Tanjim Taharat AURPA; Samiha Maisha Jeba; Md Shoaib Ahmed; Mohammad Aman Ullah; Maria Mehzabin; Md Musfique Anwar,Bangla_MER: A Unique Dataset for Bangla Mathematical Entity Recognition
"Tabia Tanzin Prama, Md","Saiful Islam, Md Musfique Anwar, Ifrat Jahan"
"Sarmistha Sarna Gomasta, Aditi Dhali, Tahlil Tahlil, Md Musfique Anwar, ABM Shawkat Ali",PharmaChain: Blockchain-based Drug Supply Chain Provenance Verification System
"Tanjim Taharat Aurpa, Md Shoaib Ahmed, Richita Khandakar Rifat, Md Musfique Anwar, ABM Shawkat Ali",UDDIPOK: A reading comprehension based question answering dataset in Bangla language
"Mahmuda Ferdous, Md Musfique Anwar",Identification of Influential Users in Online Social Network: A brief overview
"Tanjim Taharat Aurpa, Richita Khandakar Rifat, Md Shoaib Ahmed, Md Musfique Anwar, ABM Shawkat Ali",Reading comprehension based question answering system in Bangla language with transformer-based learning
"Sarmistha Sarna Gomasta, Aditi Dhali, Md Musfique Anwar, Iqbal H Sarker",Query-oriented topical influential users detection for top-k trending topics in twitter
"Khandaker Tayef Shahriar, Muhammad Nazrul Islam, Md","Musfique Anwar, Iqbal H"
"Debjany Chakraborty, Md",Musfique Anwar
"Badhan  Chandra  Das, Md","Musfique Anwar, Md"
"Md Shoaib Ahmed, Tanjim Taharat Aurpa, and Md",Musfique Anwar
"Iqbal Sarker, Rony Ripan, Minhaz Hossain, Md Musfique Anwar",An Optimal K-Means Clustering based Anomaly Detection Model for Effectively Predicting Heart Disease
Md,"Habibur Rahman, Tabia Tanzin Prama and Md Musfique Anwar"
"Tasnim Siraj, Md",Musfique Anwar and Md
Md,"Masum Bhuiyan, Kamrul Hasan, Ahmed Ashfaq Hamid Fardin and Md"
"Badhan Chandra Das, Md Musfique Anwar, and Iqbal Sarker",Location-based Temporal Sentiment Analysis to Predict Election Outcome
"Shifat Jahan Setu, Tahmina Islam, Md","Musfique Anwar, Md"
"Arnab Shanta Anu, Md Shovon, Md",Musfique Anwar
"Badhan Chandra Das, and Md",Musfique Anwar
"Swarna Das, and Md",Musfique Anwar
Md,"Musfique Anwar, Chengfei Liu, and Jianxin Li"
Md,Musfique Anwar
Md,Musfique Anwar
"Shibli Syeed Ashrafi, Md","Humayun Kabir, Md"
Md,"Musfique Anwar, Nasrin Sultana Shume, and Md"
"Tahmina Khatoon, Md","Musfique Anwar, Nasrin Sultana Shume, Md"
Md,"Musfique Anwar, Nasrin Sultana Shume, PKM Moniruzzaman and Md"
Md,"Musfique Anwar, Mohammad Zabed Anwar, and Md"
Md,Musfique Anwar and Md
"Serajum Monira, Nurun Nahar Fiha, Md Musfique Anwar",Deep Learning Based Bangladeshi Currency Coin Recognition
"Tabia Tanzin Prama, Md Musfique Anwar",Sylheti to Standard Bangla Neural Machine Translation: A Deep Learning-Based Dialect Conversion Approach
"Tabia Tanzin Prama, Al Amin Biswas, Md Musfique Anwar",Deep Learning-Based Classification of Conference Paper Reviews: Accept or Reject?
"Sajjad Hossain, Md Mahfuzur Rahman and Md Musfique Anwar",Interference-aware VM Placement in Cloud (Poster Paper)
"Md Mahbubur Rahman, Badhan Chandra Das, Al Amin Biswas, Md Musfique Anwar",Predicting Participants' Performance in Programming Contests using Deep Learning Techniques
"Nowshin Tasnim, Md Musfique Anwar, Iqbal H Sarker",A Stacked Ensemble Spyware Detection Model Using Hyper-Parameter Tuned Tree Based Classifiers
"Khandaker Tayef Shahriar, Md Musfique Anwar, Iqbal H Sarker",Aspect Based Sentiment Analysis of COVID-19 Tweets Using Blending Ensemble of Deep Learning Models
"Tanjim Taharat Aurpa, Md Shoaib Ahmed, Rifat Sadik, Sabbir Anwar, Md Abdul Mazid Adnan and Md Musfique Anwar",Progressive Guidance Categorization Using Transformer-Based Deep Neural Network Architecture
"Raihan Jamil, Mohammad Abdullah Al Nayeem Khan and Md Musfique Anwar",Topic Oriented Hate Speech Detection
"Nusrat Jahan Euna, Syed Md Minhaz Hossain, Md","Musfique Anwar, Iqbal H Sarker"
"Nazifa Mosharrat, Iqbal H","Sarker, Md Musfique Anwar, Muhammad Nazrul Islam, Paul Watters, and Mohammad Hammoudeh"
"Sourav Adhikary, Md Musfique Anwar, Mohammad Jabed Morshed Chowdhury and Iqbal H",Sarker
Md,"Habibur Rahman, Tabia Tanzin Prama and Md Musfique Anwar"
Tabia Tanzin Prama and Md Musfique Anwar,Modeling Topic Specific Credibility in Twitter based on Structural and Attribute Properties (Poster paper)
Md,"Habibur Rahman, Tabia Tanzin Prama and Md Musfique Anwar"
"Rony Chowdhury Ripan, Iqbal H","Sarker, Md"
"Rony Chowdhury Ripan, Iqbal H","Sarker, Md Musfique Anwar, Fazle Rahat, Moshiul Hoque and Muhammad Sarfraz"
"Badhan Chandra Das , Md Musfique Anwar and Iqbal H",Sarker
"Tanzim Mahfuz, Tasneem Farhana Suha and Md Musfique Anwar",Reducing Wrong Labels using Conflict Score in Distant Supervision for Relation Extraction in Bangla Language
"Aditi Dhali, Sarmistha Sarna Gomasta, Md Musfique Anwar and Iqbal H",Sarker
"Murad Hossen, Tamanna Afrose Tamanna, Atashi Ghosh and Md Musfique Anwar",Classification of Social Media Users Based on Temporal Behaviors and Interests
"Tanjim Taharat Aurpa, Md",Shoaib Ahmed and Md
"Badhan Chandra Das, Md Musfique Anwar and Md",Al-Amin Bhuiyan
Md,"Akib Zabed Khan, Saif Mahmud Parvez, Md"
"Tanjim Taharat Aurpa, Md",Shoaib Ahmed and Md
"Badhan Chandra Das, Md Musfique Anwar and Md",Al-Amin Bhuiyan
"Humayra Ferdous, Tasnim Siraj, Shifat Jahan Setu, Md Musfique Anwar and Muhammad Arifur Rahman",Machine Learning Approach Towards Satellite Image Classification
Md,"Shoaib Ahmed, Tanjim Taharat Aurpa, and Md"
"Tanjim Taharat Aurpa, Fatema Khan and Md",Musfique Anwar
"Sudeepto Mohanta, Sarmistha Sarna, Aditi Dhali and Md Musfique Anwar",Identification of Query-Oriented Influential Users in Online Social Platform
Md Musfique Anwar,Query-oriented Temporal Active Intimate Community Search
"Tanjim Taharat Aurpa, Fatema Khan and Md",Musfique Anwar
"Tasnim Siraj, Md",Enamul Haque and Md Musfique Anwar
"Shifat Jahan Shetu, Tahmina Islam and Md Musfique Anwar",TTRank: A Temporal Twitter Ranking of Influential Twitter Users (short paper)
"Tanjim Taharat Aurpa, Fatema Khan and Md",Musfique Anwar
"Shifat Jahan Shetu, Tahmina Islam and Md Musfique Anwar",TTRank: A Temporal Toipcal Model to Rank Twitter Users (Poster paper)
"Aditi Dhali, Sarmistha Sarna, Sudeepto Mohanta and Md Musfique Anwar",Finding Query-oriented Influential Social Users
"Tasnim Siraj, Md",Enamul Haque and Md Musfique Anwar
Swarna Das and Md Musfique Anwar,Finding Topic-Aware Intimate Online Social Groups
Md,"Shoaib Ahmed, Badhan Chandra Das and Md Musfique Anwar"
"Badhan Chandra Das, Md",Shoaib Ahmed and Md Musfique Anwar
"Badhan Chandra Das, Md",Shoaib Ahmed and Md Musfique Anwar
"Md Musfique Anwar, Chengfei Liu and Jianxin Li",Uncovering Attribute-Driven Active Intimate Community
"Md Musfique Anwar, Chengfei Liu, Jianxin Li and Tarique Anwar",Discovering and Tracking Active Online Social Groups
"Md Musfique Anwar, Jianxin Li and Chengfei Liu",Predicting the Spread of a New Tweet in Twitter
"Md Musfique Anwar, Jianxin Li and Chengfei Liu",Predicting the Spread of a New Tweet in Twitter
Md,"Musfique Anwar, Nasrin Sultana and Md"
