UID1,UID2,Title
7539,7841,performance analysis of anomaly based network intrusion detection systems
7539,8079,performance analysis of anomaly based network intrusion detection systems
7539,8121,performance analysis of anomaly based network intrusion detection systems
7539,8343,performance analysis of anomaly based network intrusion detection systems
7841,8079,performance analysis of anomaly based network intrusion detection systems
7841,8121,performance analysis of anomaly based network intrusion detection systems
7841,8343,performance analysis of anomaly based network intrusion detection systems
8079,8121,performance analysis of anomaly based network intrusion detection systems
8079,8343,performance analysis of anomaly based network intrusion detection systems
8121,8343,performance analysis of anomaly based network intrusion detection systems
7050,7094,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,7269,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,7603,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,7615,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,7753,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,7982,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,8214,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7050,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,7269,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,7603,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,7615,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,7753,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,7982,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,8214,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,7603,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,7615,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,7753,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,7982,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,8214,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7269,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7603,7615,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7603,7753,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7603,7982,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7603,8214,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7603,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7603,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7603,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7615,7753,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7615,7982,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7615,8214,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7615,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7615,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7615,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7753,7982,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7753,8214,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7753,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7753,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7753,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7982,8214,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7982,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7982,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7982,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
8214,8455,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
8214,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
8214,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
8455,8507,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
8455,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
8507,8543,the 10% gd and ti co-doped bifeo3: a promising multiferroic material
7094,7603,preparation of high crystalline nanoparticles of rare-earth based complex pervoskites and comparison of their structural and magnetic properties with bulk counterparts
7094,7613,preparation of high crystalline nanoparticles of rare-earth based complex pervoskites and comparison of their structural and magnetic properties with bulk counterparts
7603,7613,preparation of high crystalline nanoparticles of rare-earth based complex pervoskites and comparison of their structural and magnetic properties with bulk counterparts
6695,6696,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,6697,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,6698,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,6699,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,6704,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,6707,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,6711,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6695,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,6697,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,6698,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,6699,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,6704,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,6707,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,6711,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6696,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6697,6698,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6697,6699,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6697,6704,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6697,6707,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6697,6711,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6697,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6697,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6698,6699,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6698,6704,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6698,6707,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6698,6711,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6698,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6698,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6699,6704,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6699,6707,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6699,6711,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6699,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6699,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6704,6707,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6704,6711,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6704,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6704,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6707,6711,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6707,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6707,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6711,8257,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6711,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
8257,8472,facile synthesis and the exploration of the zinc storage mechanism of β-mno2 nanorods with exposed (101) planes as a novel cathode material for high performance eco-friendly zinc-ion batteries†
6982,7253,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,7483,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,7487,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,7493,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,7559,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,8133,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,8473,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6982,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,7483,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,7487,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,7493,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,7559,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,8133,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,8473,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7253,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,7487,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,7493,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,7559,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,8133,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,8473,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7483,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,7493,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,7559,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,8133,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,8473,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7487,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,7559,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,8133,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,8473,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7493,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7559,8133,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7559,8473,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7559,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7559,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7559,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7559,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
7559,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8133,8473,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8133,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8133,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8133,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8133,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8133,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8473,8522,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8473,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8473,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8473,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8473,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8522,8638,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8522,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8522,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8522,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8638,8806,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8638,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8638,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8806,8835,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8806,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
8835,8859,electrochemical zinc intercalation in lithium vanadium oxide: a high-capacity zinc-ion battery cathode
6829,7525,a new approach to enhance internet banking security
6829,7864,a new approach to enhance internet banking security
7525,7864,a new approach to enhance internet banking security
6829,6996,a new approach to enhance internet banking security
6829,7525,a new approach to enhance internet banking security
6996,7525,a new approach to enhance internet banking security
6756,8149,community detection in social network using temporal data
6756,8802,community detection in social network using temporal data
8149,8802,community detection in social network using temporal data
6718,7100,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
6718,7451,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
6718,7746,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
6718,8583,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
6718,8796,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7100,7451,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7100,7746,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7100,8583,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7100,8796,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7451,7746,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7451,8583,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7451,8796,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7746,8583,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
7746,8796,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
8583,8796,a sciento-text framework to characterize research strength of institutions at fine-grained thematic area level
6718,8583,research competitiveness of indian institutes of science education and research
6718,8594,research competitiveness of indian institutes of science education and research
6718,8652,research competitiveness of indian institutes of science education and research
6718,8796,research competitiveness of indian institutes of science education and research
8583,8594,research competitiveness of indian institutes of science education and research
8583,8652,research competitiveness of indian institutes of science education and research
8583,8796,research competitiveness of indian institutes of science education and research
8594,8652,research competitiveness of indian institutes of science education and research
8594,8796,research competitiveness of indian institutes of science education and research
8652,8796,research competitiveness of indian institutes of science education and research
6718,8389,measuring the university–industry– government collaboration in indian research output
6718,8583,measuring the university–industry– government collaboration in indian research output
6718,8796,measuring the university–industry– government collaboration in indian research output
8389,8583,measuring the university–industry– government collaboration in indian research output
8389,8796,measuring the university–industry– government collaboration in indian research output
8583,8796,measuring the university–industry– government collaboration in indian research output
7024,7400,clustering techniques for software engineering
7024,7591,clustering techniques for software engineering
7024,7797,clustering techniques for software engineering
7024,8566,clustering techniques for software engineering
7400,7591,clustering techniques for software engineering
7400,7797,clustering techniques for software engineering
7400,8566,clustering techniques for software engineering
7591,7797,clustering techniques for software engineering
7591,8566,clustering techniques for software engineering
7797,8566,clustering techniques for software engineering
7117,7778,in situ prepared polypyrrole–ag nanocomposites: optical properties and morphology
7463,7750,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7463,7973,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7463,8031,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7463,8075,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7463,8231,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7463,8391,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7463,8472,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7463,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7750,7973,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7750,8031,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7750,8075,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7750,8231,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7750,8391,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7750,8472,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7750,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7973,8031,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7973,8075,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7973,8231,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7973,8391,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7973,8472,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
7973,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8031,8075,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8031,8231,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8031,8391,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8031,8472,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8031,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8075,8231,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8075,8391,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8075,8472,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8075,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8231,8391,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8231,8472,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8231,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8391,8472,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8391,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
8472,8565,in situ generation of silicon oxycarbide phases on reduced graphene oxide for li–ion battery anode
6808,8037,blasius and sakiadis slip flows of nanofluid with radiation effects
6808,8812,blasius and sakiadis slip flows of nanofluid with radiation effects
8037,8812,blasius and sakiadis slip flows of nanofluid with radiation effects
6728,6998,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6728,7094,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6728,7603,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6728,7605,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6728,7617,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6728,7982,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6728,8017,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6998,7094,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6998,7603,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6998,7605,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6998,7617,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6998,7982,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
6998,8017,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7094,7603,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7094,7605,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7094,7617,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7094,7982,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7094,8017,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7603,7605,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7603,7617,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7603,7982,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7603,8017,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7605,7617,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7605,7982,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7605,8017,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7617,7982,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7617,8017,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7982,8017,size dependent magnetic and electrical properties of ba-doped nanocrystalline bifeo3
7688,7689,saturation magnetization and band gap tuning in bifeo3 nanoparticles via co-substitution of gd and mn
7688,7693,saturation magnetization and band gap tuning in bifeo3 nanoparticles via co-substitution of gd and mn
7688,7889,saturation magnetization and band gap tuning in bifeo3 nanoparticles via co-substitution of gd and mn
7688,7982,saturation magnetization and band gap tuning in bifeo3 nanoparticles via co-substitution of gd and mn
7688,8017,saturation magnetization and band gap tuning in bifeo3 nanoparticles via co-substitution of gd and mn
7688,8382,saturation magnetization and band gap tuning in bifeo3 nanoparticles via co-substitution of gd and mn
7689,7693,saturation magnetization and band gap tuning in bifeo3 nanoparticles via co-substitution of gd and mn
