"The Smart Computing Review, Volume 3, Issue 4, 246-260, 2013","In this paper, we proposed a multilayer network-supported framework that completely eliminates the need for paper money for all kinds of economic transactions. This paper proposes an extension of the framework by introducing embedded intelligence through the use of machine learning in order to facilitate the concept of data mining in our application. Because data mining is an important step in knowledge discovery, we can extract hidden and non-trivial information from raw data and predict a pattern that adds additional intelligence in our framework to make it more transparent and free of corruption. In this paper, we have utilized the significant functionalities of decision-tree classifiers in order to predict a transaction pattern for every concerned entity followed by handling all kinds of transactions by electronic means, and continuously monitoring them over the entire network."
A New Shape Descriptor based on Local and Global Feature for 3D Shape Retrieval.,"Chowdhury, N.K., Tatsuma, A. and Masaki, A."
"Japan ITE Technical Report, Vol. 37, No. 56, Institute of Image Information and Television Engineers (ITE), 19-22, 2013",Chromaticity Based Waste Paper Grade Identification
"Mohammad Osiur Rahman, Aini Hussain, Noor Ezlin Ahmad Basri, Edgar Scavino, Hassan Basri, and M A Hannan","International Arab Journal of Information Technology (IAJIT), September - 2012"
"Vol.9, No.5, pp. 411-417, September 2012. (Index: ISI).",Learning-Based Object Segmentation Using Regional Spatial Templates and Visual Features
"Fahim Irfan Alam, Iker Gondra","Springer, Proceedings of the International Conference on Computer Vision and Graphic, 397-406, September - 2012"
"This is the last contributory work from my Masters thesis. In this work, we revised the concept of directional spatial templates and introduce regional directional spatial templates as a means of including spatial relationships among Object of Interest (OOI) regions into the model. We presented an object segmentation algorithm that learns a model which includes both visual and spatial information. Given a training set of images containing the OOI, each image is oversegmented into visually homogeneous regions. Next, Multiple Instance Learning identifies regions that are likely to be part of the OOI. For each pair of such regions and for each relationship, a regional template is formed. The computational cost of template generation is reduced by sampling the reference region with a pixel set that is descriptive of its shape. Experiments indicate that regional templates are an effective way of including spatial information into the model which in turn results in a very significant improvement in segmentation performance.",Incorporating shape into spatially-aware adaptive object segmentation algorithm
"Fahim Irfan Alam, Iker Gondra","ACM, Proceedings of the Fifth International C* Conference on Computer Science and Software Engineering, 86-94, June - 2012"
"This is the second contribution of my Masters thesis. Our proposed object-specific segmentation algorithm (the first contribution of my Masters) learns a model of the objects which includes information on both the visual appearance of and the spatial relationships among the objects components. However, its performance heavily depends on the assumption that the visual appearance variability among object instances is low. We present an extension to our algorithm that relaxes this assumption by incorporating shape information into the object model.",Continuous functioning of soft system bus based centralized persistent computing system
"Quazi Mahera Jabeen, Muhammad Anwarul Azim, Yuichi Goto, Jingde Cheng","Society of Digital Information and Wireless Communications (SDIWC), Hong Kong, International Journal of New Computer Architectures and Their Applications 2 (2), 361-381, April - 2012"
Circle Based Model-A new approach for Image Processing,Iqbal Ahmed
"LAP Lambert Academic Publishing, 1-76, March - 2012",Implication of Association Rules Employing FP·Growth Algorithm for Knowledge Discovery
A.H.M. Sajedul Hoque; Sujit Kumar Mondal; Tassnim Manami Zaman; Paresh Chandra Barman; Md. Al-Amin Bhuiyan,"14th International Conference on Computer and Information Technology (ICCIT 2011), IEEE, March - 2012"
This paper shows the analysis for building Association Rules using FP·Growth Algorithm under Classical Logic,"Person Detection, Re-identification and Tracking Using Spatio-Color-based Model for Non-Overlapping Multi-Camera Surveillance Systems"
"Farah Jahan, Mohammad Khairul Islam, Joong-Hwan Baek","Smart Computing Review, vol. 2, no. 1, 42-59, February - 2012"
"Person Detection, Re-identification and Tracking Using Spatio-Color-based Model for Non-Overlapping Multi-Camera Surveillance Systems","Farah Jahan, Mohammad Khairul Islam and Joong-Hwan Baek"
"The Smart Computing Review, vol. 2, no. 1, February - 2012",A Bayesian network-based tunable image segmentation algorithm for object recognition
"Fahim Irfan Alam, Iker Gondra","IEEE, Proceedings of the International Symposium on Signal Processing and Information Technology (ISSPIT), 1-6, February - 2012"
"This is the first contributory work from my Masters thesis. During the initial phases of my research, I noticed that due to the objects consisting of different-looking fragments, traditional image segmentation algorithms that are based on the identification of homogeneous regions tend to oversegment. In this work, we used Multiple Instance Learning to learn prototypical representations of each fragment of the OOI and a Bayesian network to learn the spatial relationships that exist among those fragments. The Bayesian network, as a probabilistic graphical model, in turn becomes evidence that is used for the process of semantically accurate segmentation of future instances of the objects. The key contribution of this paper is the inclusion of domain-specific information in terms of spatial relationships as an input to a conventional Bayesian network structure learning algorithm.",Real-time Waste Paper Grading Using CBR Approach
"Mohammad Osiur Rahman, Aini Hussain, Edgar Scavino, M A Hannan, and Hassan Basri","International Journal of Innovative Computing, Information and Control (IJICIC), 471-488, January - 2012"
"ISSN 1349-4198, Vol.8, No.1 (A), January 2012 (ISI Q1, Impact Factor 2.932 on 2009)",Resolving scalability issue to ontology instance matching in semantic web
"RPD Nath, H Seddiqui, M Aono","International Conference on Computer and Information Technology (ICCIT), 2012"
Mediator based architecture to address data heterogeneity,"R Mustafa, HH Rahman, MS Hossain"
"Daffodil International University, 2012, 2012",Resolving scalability issue to ontology instance matching in semantic web
"RPD Nath, H Seddiqui, M Aono","2012 15th International Conference on Computer and Information Technology …, 2012, 2012"
An efficient method for ontology instance matching,"RPD Nath, H Seddiqui, M Aono"
"人工知能学会全国大会論文集 第 26 回全国大会 (2012), 1I2R41-1I2R41, 2012, 2012",Human Detection and Tracking Based on Shape and Spatio-Temporal Information
"Farah Jahan, Mohammad Khairul Islam, In-Gyu Kim, Seung-Jun Hwang and Joong-Hwan Baek","International Conference of the Korea Institute of Information and Communication Engineering (ICKIICE 2012), 28-30 June, Istanbul, Turkey., 2012"
A Design of Centralized Persistent Computing System,"Quazi Mahera Jabeen, Muhammad Anwarul Azim, Yuichi Goto, Jingde Cheng"
"Springer Berlin Heidelberg, International Conference on Informatics Engineering and Information Science, 604-617, November - 2011",Object detection and classification using extended descriptors for video surveillance applications
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min and Joong-Hwan Baek","The Journal of The Institute of Electronics Engineers of Korea (IEEK), South Korea, vol. 48, no. 4, pp. 456-464, July - 2011"
Object Classification Using Spatial and Color Covariance Descriptors,"Mohammad Khairul Islam, Farah Jahan, Jae Hong Min, In Kyu Kim, Joong-Hwan Baek"
"KISPS Summer Conference, Yong Nam University, South Korea, June - 2011",Road and Shoreline Detection for Automatic Flight Path Decision of Vision-Based UAV
"In-kyu Kim, Jae-Hong Min, Sung-Jun Hwang, Khairul Islam, Farah Jahan, Joong-Hwan Baek","KISPS Summer Conference, Yeungnam University, Daegu, Korea, 70-72, June - 2011"
Object classification based on visual and extended features for video surveillance application,"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek"
"8th Asian Control Conference (ASCC), Kaohsiung, Taiwan, 1398-1401, May - 2011",Fast Object Classification Using Texture and Color Information for Video Surveillance Applications
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek","The Journal of Korea Navigation Institute, South Korea, vol. 15, no. 1, 140-146, February - 2011"
Fast Object Classification Using Texture and Color Information for Video Surveillance Applications,"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min and Joong-Hwan Baek"
"The Journal of Korea Navigation Institute, South Korea,, vol. 15, no. 1, pp. 140-146, February - 2011",Security Analysis of Peer-to-Peer based Soft System Bus based Systems
"Muhammad Anwarul Azim, Yuichi Goto, Jingde Cheng","International Journal of Computer Science and Network Security 11 (2), 164-172, February - 2011"
Knowledge Discovery and Intelligent Query Employing Fuzzy Logic,"Tassnim Manami Zaman, A.H.M. Sajedul Hoque, Md. Al-Amin Bhuiyan"
"International Conference on Mathematics and Computer Science, ICMCS, January - 2011",This paper provides the demonstration of building fuzzy association rules.
Augmentation of ontology instance matching by automatic weight generation,"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono"
"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011",Intelligent Computer Vision System for Segregating Recyclable Waste Papers
"Mohammad Osiur Rahman, Aini Hussain, M A Hannan, Edgar Scavino, Hassan Basri","Expert Systems with Applications, 2011"
"doi:10.1016/j.eswa.2011.02.112, pp.10398-10407, 2011 (ISI Q1, Impact Factor 2.908 on 2009, 5-years impact factor 3.162).",Object detection and classification using extended descriptors for video surveillance applications
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek","The Journal of The Institute of Electronics Engineers of Korea (IEEK), vol. 48, no. 4, 456-464, 2011"
Augmentation of ontology instance matching by automatic weight generation,"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono"
"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011",Object Classification Using Spatial and Color Covariance Descriptors
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, In-kyu Kim and Joong-Hwan Baek","KISPS Summer Conference, 24-25 June 2011, pp. 70-72, Yeungnam University, Daegu, Korea., 2011"
Road and Shoreline Detection for Automatic Flight Path Decision of Vision-Based UAV,"In-kyu Kim, Jae-Hong Min, Sung-Jun Hwang, Khairul Islam, Farah Jahan, and Joong-Hwan Baek"
"KISPS Summer Conference, 24-25 June 2011, pp. 70-72, Yeungnam University, Daegu, Korea., 2011",Object classification based on visual and extended features for video surveillance application
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, and Joong-Hwan Baek","8th Asian Control Conference (ASCC), Kaohsiung, Taiwan, pp. 1398-1401, May 15-18, 2011., 2011"
Augmentation of ontology instance matching by automatic weight generation,"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono"
"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011",Knowledge Discovery in Banking System Employing Classical Logic versus Fuzzy Logic
"A.H.M. Sajedul Hoque, Tassnim Manami Zaman, Sujit Kumer Mondol, Md. Al-Amin Bhuiyan","Second International Conference on Computational Intelligence Applications 2011, ICCIA, 9-13, 2011"
This article provides an analysis of classifiers using classical and fuzzy logic in the domain of banking system.,A Naive Clustering Approach in Travel Time Prediction
"Nath, R.P.D., Chowdhury, N.K., and Aono, M.","Computer Science Journals, International Journal of Data Engineering (IJDE), Vol. 2 Issue 2 pp:62-74, 2011"
Improved Travel Time Prediction Algorithms for Intelligent Transportation Systems.,"Chowdhury, N.K., and Leung, C.K.-S."
