Authors,Title
"kawser wazed nafi, tonny shekha kar, sayed anisul hoque and dr. m. m. a hashem","""a newer user authentication, file encryption and distributed server based cloud computing security architecture"""
"kawser wazed nafi, tonny shekha kar, sayed anisul hoqu","""an advanced door lock system using advanced palmtop recognition system"""
"s.h. naqib, m. borhan uddin, j.r. cole","""modeling of the out-of-plane resistivity of cuprate superconductors"""
r karim and kn siddiquee,N/A
"shamim ahmed, ishtiaque mahmud, a.k.m. nazmus sakib, md. habibullah belali, and moushumi zaman bonny",N/A
dr. debajyoti karmaker,N/A
dr. debajyoti karmaker,N/A
dr. debajyoti karmaker,N/A
dr. debajyoti karmaker,N/A
"muhammad firoz mridha, kamruddin nur, manoj banik, and mohammad nurul huda","""structure of dictionary entries of bangla morphemes for universal networking language (unl)"""
kamruddin nur,"""formal verification of requirements engineering of road traffic control system using petri nets"""
"muhammad firoz mridha, kamruddin nur, manoj banik, and mohammad nurul huda","""generation of at- tributes for bangla words for universal networking language (unl)"""
kamruddin nur and m. w. rahman,"""proximity based mobile local searching for products and services over gprs/edge"""
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md. abdul  hamid,N/A
dr. m. m. mahbubul syeed,N/A
dr. afroza nahar,N/A
"iimori, toshifumi; sabeth, farzana; naito, toshio; ohta, nobuhiro","""time-resolved photoresponse measurements of the electrical conductivity of the quasi-two-dimensional organic superconductor b-(bedtttf)2i3 using a nanosecond laser pulse."""
dr. mohammad tariqul islam,N/A
mohammad samawat ullah,N/A
dr. mohammad tariqul islam,N/A
dr. mohammad tariqul islam,N/A
dr. s.  mosaddeq ahmed,N/A
dr. s.  mosaddeq ahmed,N/A
dr. s. a. m. manzur h. khan,N/A
"1)	mohammad saidur rahman, mohammad saiedurrahaman, ahmed ridwanul islam and abhijit bhowmik","""buffer efficient fast broadcasting scheme"""
syed ishteaque ahmed,N/A
prof. dr. kh. abdul maleque,N/A
"md habib ullah, tafazzal hossain, chang-sik ha","""kinetic studies on water-soluble gold nanoparticles coordinated to poly(vinylpyrrolidone): isotropic to anisotropic transformation and morphology"""
rahman mohammod hafizur,N/A
rahman mohammod hafizur,N/A
rahman mohammod hafizur,N/A
rahman mohammod hafizur,N/A
nahar sultana,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
nasrin  sultana,N/A
dr. keshab chandra bhuyan,N/A
dr. keshab chandra bhuyan,N/A
rezwan  ahmed,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
debajyoti karmaker,N/A
debajyoti karmaker,N/A
debajyoti karmaker,N/A
debajyoti karmaker,N/A
md. manirul islam,N/A
ahmed ridwanul islam,N/A
ahmed ridwanul islam,N/A
md. manirul islam,N/A
bijan  paul,N/A
bijan  paul,N/A
bijan  paul,N/A
md. saidur rahman,N/A
md. saidur rahman,N/A
md. saidur rahman,N/A
md. avishek ahmed,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
mohammad arifur rahman,N/A
dr. mohammad mahbub rabbani,N/A
dr. mohammad mahbub rabbani,N/A
dr. mohammad mahbub rabbani,N/A
dr. mohammad mahbub rabbani,N/A
dr. kamruddin md.  nur,N/A
dr. kamruddin md.  nur,N/A
sazzad  hossain,N/A
sazzad  hossain,N/A
dr. md. razib hayat khan,N/A
dr. md. razib hayat khan,N/A
dr. md. razib hayat khan,N/A
dr. md. razib hayat khan,N/A
dr. md. razib hayat khan,N/A
dr. md. razib hayat khan,N/A
dr. md. mozahar ali,N/A
dr. md. mozahar ali,N/A
dr. mahfuza khatun,N/A
dr. mohammad mahbub rabbani,N/A
md. anwarul kabir,N/A
dr. keshab chandra bhuyan,N/A
dr. afroza  shelley,N/A
dr. nusrat  jahan,N/A
md. saidur rahman,N/A
md. saidur rahman,N/A
dr. m. mostafizur  rahman,N/A
mashiour  rahman,N/A
dr. md. nurul kabir  bhuiyan,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
rahman mohammod hafizur,N/A
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
"md. habib ullah, tafazzal hossain, chang-sik ha",N/A
prof. dr. kh. abdul maleque,N/A
"10.	zohra fatema tuz, khondokar m. ahmed, satrajit kumar saha.",N/A
dr. s. a. m. manzur h. khan,N/A
dr. md. saiful islam,N/A
"m abdul kadir, humayra ferdous, tanvir noor baig and k siddique-e-rabbani","""ventilation mapping of chest using focused impedance method (fim)"""
md. jamsher ali,N/A
md. jamsher ali,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md.  kamruzzaman,N/A
dr. md. mozahar  ali,N/A
dr. md. mozahar  ali,N/A
"rajarshi roy chowdhury, subramanian azhaguvel","""symmetric-key inter-domain end-to-end authentication protocols for mobile system"""
"razuan karim, md. sadeque imam shaikh",N/A
dr. afroza nahar,N/A
"farzana sabeth, md serajul islam, mesbahuddin ahmed","""a study of electronic structure and magnetic properties of iron alloys using tight binding-linear muffin tin orbital (tb-lmto) method"""
dr. md. saiful islam,N/A
dr. s.  mosaddeq ahmed,N/A
dr. keshab chandra bhuyan,N/A
"alireza goudarzi, ghaffar motedayen aval, sung soo park, myeon-cheon choi, reza sahraei, m habib ullah, armen avane, chang-sik ha","""low-temperature growth of nanocrystalline mn-doped zns thin films prepared by chemical bath deposition and optical properties"""
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
nahar sultana,N/A
dr. m. mostafizur  rahman,N/A
dr. m. mostafizur  rahman,N/A
dr. m. mostafizur  rahman,N/A
dr. m. mostafizur  rahman,N/A
dr. nusrat  jahan,N/A
danilo g. morgia,N/A
dr. afroza  shelley,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
dr. mohammad mahbub rabbani,N/A
dr. mohammad mahbub rabbani,N/A
zasmin  haque,N/A
dr. md. razib hayat khan,N/A
zasmin  haque,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
md. anwarul kabir,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. m. mostafizur  rahman,N/A
dr. m. mostafizur  rahman,N/A
mashiour  rahman,N/A
dr. md. nurul kabir  bhuiyan,N/A
"md. habib ullah, jin-hoe kim, chang-sik ha","""highly transparent o-pda functionalized zns-polymer nanocomposite thin films"""
"shang-ru zhai, sung soo park, mina park, m habib ullah, chang-sik ha","""role of inorganic salts in the formation of ordered periodic mesoporous organosilicas"""
mehnaz  seraj,N/A
prof. dr. kh. abdul maleque,N/A
"h horiuchi, dm brink, m islam",N/A
dr. abdus salam,N/A
r karim and sm habib ullah,N/A
msi shaikh and r karim,N/A
prof. dr. kh. abdul maleque,N/A
md. manirul islam,N/A
dr. kazi a. kalpoma,N/A
dr. s. a. m. manzur h. khan,N/A
"s. a. tarek, j. podder, s. ramalingom, s. n. kalkura","""effect of rare earth impurities on the growth of ammonium oxalate monohydrate single crystals"""
dr. s.  mosaddeq ahmed,N/A
dr. s.  mosaddeq ahmed,N/A
dr. s.  mosaddeq ahmed,N/A
dr. kazi a. kalpoma,N/A
dr. kazi a. kalpoma,N/A
"md. habib ullah, bonghwan chon, taiha joo, minsoo son, il kim, chang-sik ha","""synthesis of ligand-selective zns nanocrystals exhibiting ligand-tunable fluorescence"""
"shang‐ru zhai, sung soo park, mina park, m habib ullah, chang‐sik ha","""direct synthesis of zr-containing hybrid periodic mesoporous organosilicas with tunable zirconium conten"""
"jin-woo park, md habib ullah, sung soo park, chang-sik ha","""organic electroluminescent devices using quantum-size silver nanoparticles"""
dr. md. habib ullah,N/A
"md. habib ullah, il kim, chang-sik ha","""ph selective synthesis of zns nanocrystals and their  growth and photoluminescence"""
dr. m. mostafizur  rahman,N/A
dr. m. mostafizur  rahman,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
danilo g. morgia,N/A
zasmin  haque,N/A
dr. md. razib hayat khan,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
prof. dr. kh. abdul maleque,N/A
"salma begom, shawkat akbar","""electronic structure of cr and cr based noble metal alloys"""
md. anwarul kabir,N/A
dr. m. mostafizur  rahman,N/A
dr. m. mostafizur  rahman,N/A
dr. m. mostafizur  rahman,N/A
mashiour  rahman,N/A
dr. abdul wadud mondal,N/A
dr. abdul wadud mondal,N/A
"md habib ullah, il kim, chang-sik ha","""one-step synthetic route for producing nanoslabs: zn-oriented polycrystalline and single crystalline zinc oxide"""
"md. habib ullah, il kim, chang-sik ha","""in-situ preparation of binary-phase silver nanoparticles at a high ag+ concentration"""
"md. habib ullah, won‐sub chung, il kim, chang‐sik ha","""ph selective synthesis of monodisperse nanoparticles and 3d dendritic nanoclusters of ctab-stabilized platinum for electrocatalytic o2 reduction"""
"md. habib ullah, kim il, chang-sik ha","""preparation and optical properties of colloidal silver nanoparticles at a high ag+ concentration"""
dr. s.  mosaddeq ahmed,N/A
dr. s.  mosaddeq ahmed,N/A
md. manirul islam,N/A
"msi shaikh, r karim, ms islam and mb arif",N/A
"mr karim, msi shaikh and r karim",N/A
dr. s.  mosaddeq ahmed,N/A
dr. s.  mosaddeq ahmed,N/A
"md. habib ullah, chang-sik ha","""size-controlled synthesis and optical properties of doped nanoparticles prepared by soft solution processing"""
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. md. nurul kabir  bhuiyan,N/A
"samiran mahmud , thomas chowdhury and manzurul hasan",N/A
"samiran mahmud , thomas chowdhury and manzurul hasan",N/A
"samiran mahmud , manzurul hasan , ibrahim khan and thomas chowdhury","""designing 12-segment display for bengali vowels"""
dr. md. razib hayat khan,N/A
dr. md. razib hayat khan,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. abdul wadud mondal,N/A
"j. podder, s. a. tarek & t. hossain","""trace elemental analysis of permian gondwana coals in bangladesh by pixe technique"""
dr. afroza  shelley,N/A
dr. abdul wadud mondal,N/A
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
dr. md. nurul kabir  bhuiyan,N/A
dr. rezaul k. siddique,N/A
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
mashiour  rahman,N/A
"j. podder, s. a. tarek, t. hossain","""an investigation into the trace elements distribution in barapukuria coals by pixe"""
dr. sarfuddin ahmed  tarek,N/A
dr. abdul wadud mondal,N/A
dr. afroza  shelley,N/A
dr. afroza  shelley,N/A
dr. afroza  shelley,N/A
dr. afroza  shelley,N/A
dr. rezaul k. siddique,N/A
dr. rezaul k. siddique,N/A
prof. dr. kh. abdul maleque,N/A
dr. afroza  shelley,N/A
dr. afroza  shelley,N/A
dr. afroza  shelley,N/A
dr. abdul wadud mondal,N/A
dr. abdul wadud mondal,N/A
dr. sarfuddin ahmed  tarek,N/A
dr. sarfuddin ahmed  tarek,N/A
md. anwarul kabir,N/A
dr. rezaul k. siddique,N/A
dr. rezaul k. siddique,N/A
prof. dr. kh. abdul maleque,N/A
prof. dr. kh. abdul maleque,N/A
dr. afroza  shelley,N/A
dr. rezaul k. siddique,N/A
dr. rezaul k. siddique,N/A
prof. dr. kh. abdul maleque,N/A
dr. rezaul k. siddique,N/A
dr. madhabi islam,N/A
dr. rezaul k. siddique,N/A
rezaul k. siddique,N/A
dr. rezaul k. siddique,N/A
dr. rezaul k. siddique,N/A
dr. abdul wadud mondal,N/A
dr. rezaul k. siddique,N/A
"u. a. mofiz, madhabi islam and zarin ahmed",N/A
dr. rezaul k. siddique,N/A
dr. rezaul k. siddique,N/A
dr. rezaul k. siddique,N/A
dr. abdul wadud mondal,N/A
dr. abdul wadud mondal,N/A
dr. rezaul k. siddique,N/A
"m. datta, n. p. klepikov","""relativistic centers of mass and clustering"""
dr. rezaul k. siddique,N/A
madhabi datta,N/A
"j. n. das and , madhabi datta",N/A
"datta, m",N/A
"lokenath debnath, madhabala agarwal and madhabi datta",N/A
"j. n. das and , madhabi datta",N/A
"k. m. tahsin kabir, mst. nadiya noor, md. mortuza ahmmed",N/A
"atul biswash, md. husne jaman shahed, mahmud reza mahim, md. mortuza ahmmed",N/A
"ibrar amin, md. shahab uddin, shraboni biswas, md. mostakin ali, arifur rahman, md. mortuza ahmmed",N/A
"md. moynul islam, ishrakul tahmid, samian bin joarder, mushfikuzzaman amin, md. mortuza ahmmed",N/A
"md. manzurul hasan, shaulin ali, faisal wazed mahmood, shahadat hossain, mohammad mahmudur rahman, and mimun barid","""observations on big data concerning storage and security management"""
"md. mehedi hasan, nazia alfaz, md. al maksud alam, ashiqur rahman,  hossain md shakhawat, shakila rahman","""detection of parkinson’s disease from t2-weighted magnetic resonance imaging scans using efficientnet-v2"""
"ibrar amin, ishrakul tahmid, faiza mahmood & md. mortuza ahmmed","""beyond the gridlock: a comparative study of htms and atms in achieving sustainable traffic solutions for dhaka city"""
"k.m. tahsin kabir, md. moynul islam, mian mohammad rassel & md. mortuza ahmmed","""numerical narratives: statistical analysis of healthcare institutions in bangladesh"""
"nadiya noor, ekramul haque & md. mortuza ahmmed","""statistical modeling of air quality determinants in urban dhaka"""
"adnan mahmud fuad, sheikh jahan ahmed, nusrat jahan anannya ,m. f. mridha , and kamruddin nur",N/A
"md saef ullah miah, md. imamul islam, saiful islam, ahanaf ahmed, m. mostafizur rahman, mufti mahmud","""sustainability-driven hourly energy demand forecasting in bangladesh using bi-lstms"""
abhijit bhowmik; noorhuzaimi mohd noor; md. mazid-ul-haque; md saef ullah miah; debajyoti karmaker,"""evaluating teachers’ performance through aspect-based sentiment analysis"""
abhijit bhowmik; noorhuzaimi mohd noor; md. mazid-ul-haque; md saef ullah miah; debajyoti karmaker,N/A
"t. m. amir-ul-haaue bhuivan, md anwar hussen wadud, nazmunnahr amie, md. mahbub-or-rashid, t. m. ahkam-ul-haque bhuiyan, jannatun nyeem jui, anichur rahman, md. reazul islam","""brain tumor detection by image segmentation using customized unet deep learning based model"""
"mahjabin taskin, kazi fattah afnan, takuya kido, masahiro inoue and yoshimine kato",N/A
"manzur h khan, md saef ullah miah",N/A
"md. faruk abdullah al sohan, prof. dr. afroza nahar, rifat al mamun rudro, md hamid uddin,  md jisun abedin aurnob, kamruddin nur","""amlchain: an automated blockchain model architecture for anti-money laundering in banking industry"""
"roslin mahmud joy, md. faruk abdulah al sohan, afroza nahar, nusrat jahan anannya",N/A
md. borhan uddin,"""sustainable apparel forum (saf)- 5th edition"""
dr. mohammad mahbub rabbani,"""1st international symposium on materials, energy and environment (ismee24)"""
dr. md. sarowar  hossain,"""enhancement of elastic property in a conial ferromagnetic shape memory alloy and it’s magnetic, electronic and lattice contribution"""
dr. md. sarowar  hossain,"""development of a simulated blood-like solution  for medical and other uses"""
dr. md. sarowar  hossain,"""dynamics of electron density, and dielectric properties of cofe2o4 nanoparticles influenced by substitution of la3+ at fe3+"""
shahriar atik fahim,"""bcsir congress-2023"""
bithi  paul,"""11th international conference on microelectronics circuits and systems. micro2024"""
dr. sarfuddin ahmed  tarek,"""application of cw z-scan technique in investigating the optical nonlinearity of biomaterials in thermal regime"""
dr. md. sarowar  hossain,"""varied impact of titanium doping on ni-zn ferrite nanoparticles: evaluating structural, electrical, optical and magnetic properties"""
dr. md. sarowar  hossain,"""investigating structural, optical, and magnetic properties of chromium-doped lanthanum cerium bismuth ferrite"""
dr. md. sarowar  hossain,"""mineralogical and elemental studies of rock samples collected from bisnakandi of  sylhet"""
md. faruk abdullah al sohan,"""16th international conference on applied energy (icae2024)"""
"mahjabin taskin, takuya kido, ting pan, yusei yamamoto, toshimitsu tanaka, masahiro inoue and yoshimine kato",N/A
sabrina masum meem; mohammed tahmid hossain; jannat khair chowdhury; md saef ullah miah;  md fahad monir,"""understanding the dynamics of dengue in bangladesh: eda, climate correlation, and predictive modeling"""
"sazzad hossain, fatematuj zuhura",N/A
"sazzad hossain, fatematuj zuhura",N/A
"shethil ahammed,ayesha amin,m. junayed ibne mohiuddin udoy ,abdullah al maruf ,kazi sadia, md. abdullah-al-jubair ,mohammad shidujaman","""an approach to user-friendly gui model using hci principles on university websites"""
"md mortuza ahmmed, srikanta kumar mohapatra, md ashraful babu, zahir rayhan salim, m mostafizur rahman, jayashree mohanty","""impact of women’s autonomy and socio-economic factors on delivery assistance in bangladesh"""
"md ashraful babu, md mortuza ahmmed, sayedul anam, m mostafizur rahman","""co2 discharges, consumption of energy, and growth of gdp in ksa: a pragmatic analysis"""
"ibrar  amin, ishrakul tahmid,  faiza mahmood arani,md. mortuza ahmmed",N/A
"k. m. tahsin kabir, md. moynul islam, mian mohammad rassel , md. mortuza ahmmed",N/A
"mst. nadiya noor, ekramul haque, md. mortuza ahmmed",N/A
"md. mortuza ahmmed, md. ashraful babu, m. mostafizur rahman,  mst. nadiya noor, k. m. tahsin kabir, md. moynul islam, sadman samir rafith",N/A
"tamanna siddiqua ratna, tanzin akhter, md. ashraful babu, md. mortuza ahmmed, m. mostafizur rahman, mufti mahmud",N/A
"shalini puri, md. ashraful babu, md. mortuza ahmmed, m. mostafizur rahman, mufti mahmud",N/A
"mst. nadiya noor, nasif hannan, md. mortuza ahmmed",N/A
"samian bin joardar, md. mortuza ahmmed",N/A
"k. m. tahsin kabir, mst. nadiya noor, md. mortuza ahmmed",N/A
"ibrar amin, faiza mahmood arani, md. mortuza ahmmed",N/A
"md mortuza ahmmed, md ashraful babu, shalini puri",N/A
md. eshmam rayed; abdullah-al-akib; nazia alfaz; sadia islam niha; s. m. sajibul islam,"""a vision transformer-based approach for recognizing seven prevalent mango leaf diseases"""
md. mehedi hasan; nazia alfaz; md. al maksud alam; ashiqur rahman; hossain md shakhawat; shakila rahman,N/A
"dr. humayra ferdous, md. sakline mostak, tasfia fairuz, abrar khan",N/A
"md. ashifur rashid fahim, maliha mostakim mithe, omar faruk, humayra ferdous and md. sarowar hossain",N/A
"emamun noor, arafath khan, ahnaf islam, a h m kamal, nuzhat tabassum, tasmiah tamzid anannya, md mahfuzul karim majumder, muhammad nazrul islam",N/A
"rafi md ragib shahriar, md mostafizur rahman, mohyminur rahman, turjo mallick, mudassir salman asim, tahsin faisal, nuzhat tabassum, tasmiah tamzid anannya, muhammad nazrul islam",N/A
"raiyan abrar , md. tariquel islam , mahapara naim, nuzhat tabassum","""footwear 3d model generation from smartphone 2d images utilizing photogrammetry"""
"shaikat das joy, neeraj goel","""automated agriculture news collection, analysis, and recommendation"""
"a. fuad, s. j. ahmed, n. j. anannya, m. f. mridha, and k nur","""an open-source voice command-based human-computer interaction system using speech recognition platforms"""
rajarshi roy chowdhury; azam che idris; pg emeroylariffion abas,"""internet of things: digital footprints carry a device identity"""
debashish roy; rajarshi roy chowdhury; abdullah bin nasser; afdhal azmi; marzieh babaeianjelodar,"""item recommendation using user feedback data and item profile"""
"am matiur rahman, md abdullah al mamun, md asraf ali","""fractal pattern identification from wearable inertial and electromyographic signals data during walking"""
"afroza nahar, rubina islam, md faruk abdullah al sohan, rifat al mamun rudro","""enhancing academic integrity: a multi-model deep learning approach for reliable test supervision and dishonesty detection"""
"md faruk abdullah al sohan, syma kamal chity, rifat al mamun rudro, sajid bin faisal","""the impact of chatgpt on modern education: beneficial or detrimental?"""
"parthib banik, ab sakib molla, md faruk abdullah al sohan","""introducing an efficient approach for real-time online learning engagement detection"""
"dip nandi md. shahariar nafiz, shuvra smaran das, md. kishor morol, abdullah al juabir","""convowaste: an automatic waste segregation machine using deep learning"""
"afroza nahar, rubina reya , md. sohan, rifat rudro",N/A
"rifat al mamun rudro, afroza nahar, md. faruk abdullah al sohan and rubina islam reya",N/A
"m.s. hossain, md. fayz-al-asad, m.a.a. sarker, r.k. bhowmik, k.m. kabir",N/A
"a. ahmad, md. fayz-al-asad, m.a.a. sarker, a.k.m. uddin, m. ahmed",N/A
"5.	r. k. bhowmik, md. fayz-al-asad, m.a.a. sarker, m. hasan",N/A
"md rifat hossen, nazia alfaz, adnan sami, sharia arfin tanim, talha bin sarwar, md kamrul islam","""an efficientnet to classify monkeypox-comparable skin lesions using transfer learning"""
"rahul biswas, dr neeraj goel","""intelligent chatbot assistant in agriculture  domain"""
"m. rayhan uddin, humayra ferdous",N/A
"samirul haque,  md sabikur rahman emon,  md hasib askari ,  humayra ferdous, m rayhan uddin",N/A
"k. n. mukta, p. a. robinson , j. c.pages, n. c. gabey, and demi gao",N/A
"md. manzurul hasan (presenter), debajyoti mondal, and md. saidur rahman",N/A
"1.	rifat al mamun r., afroza nahar, md. faruk abdullah al sohan and rubina islam",N/A
"afroza nahar, rifat al mamun r., , md. faruk abdullah al sohan and rubina islam",N/A
.,"""predicting photovoltaic power generation by machine learning using time series analysis"""
"md shakhawat hossain, md mahmudur rahman, mm mahbubul syeed, ummae hamida hannan, mohammad faisal uddin, sahria bakar mumu",N/A
"md shakhawat hossain, umme sadia salsabil, mm mahbubul syeed, md mahmudur rahman, kaniz fatema, mohammad faisal uddin",N/A
"humayra ferdous, md. ehasanul haque",N/A
"shefayatuj johara chowdhury, mainul islam mahi, sadiqul alam saimon, aynur nahar urme, rashidul hasan nabil","""an integrated approach of mcdm methods and machine learning algorithms for employees' churn prediction"""
md. mortuza ahmmed,N/A
"md. ashraful babu, md. mortuza ahmmed, sayedul anam and m. mostafizur rahman",N/A
"md. mortuza ahmmed, srikanta kumar mohapatra, jayashree mohanty, md. ashraful babu, zahir rayhan salim, m. mostafizur rahman",N/A
"rayhan ahmed, md. sajedul islam, sabbir osmani, md. ahanab shakil, md. mazid-ul-haque, md. al-amin",N/A
"srikanta kumar mohapatra, md. ashraful babu, md. mortuza ahmmed, abu sayeed arif, m. mesbahuddin sarker and jayashree mohanty",N/A
"b. rajini kanth, md. sarowar hossain, p. k. mukhopadhyay","""structure, microstructure and magneto-elastic property study on co40ni29al31 ferromagnetic shape memory alloy ribbon"""
m. saef ullah miah; junaida sulaiman; kamal z. zamli; shah samiur rashid; ahmed jalal khan chowdhury,N/A
m. saef ullah miah and junaida sulaiman,N/A
mohammed tahmid hossain; afra hossain; sabrina masum meem; md fahad monir; md saef ullah miah;talha bin sarwar,N/A
md. junayed hossain; sheikh md. abdullah; mohammad barkatullah; m. saef ullah miah; talha bin sarwar; md fahad monir,N/A
"debasish kundu, md. faruk abdullah al sohan",N/A
"riyadil zannat, afnan alauddin mumu, abedur rahman khan, tasneem mubashshira, sharifa rania mahmud","""a deep learning-based approach for detecting bangla spam emails"""
"md kishor morol, shuvra smaran das, abdullah al jubair, dip nandi",N/A
"choudhury, shamima k  , maria, kazi hanium  , ferdous, humayra  , islam, raihana shams and  sharmin, mehnaz",N/A
"shovan kumar kundu*, soumen basu",N/A
m. saef ullah miah; junaida sulaiman; talha bin sarwar; saima sharleen islam; mizanur rahman; md. samiul haque,N/A
"miah, m.s.u., sulaiman, j., sarwar, t.b., ferdous, i.u., islam, s.s., haque, m.s.",N/A
rutaba  jania,N/A
md. hafijur rahman,"""a f mujibur rahman-bangladesh mathematical society national mathematics conference-2022"""
dr. md. sarowar  hossain,"""mineralogical analysis of rock samples collected from jaflong and bholaganj areas of sylhet district"""
md. faruk abdullah al sohan,N/A
dr. farzana   sabeth,N/A
bithi  paul,N/A
dr. shovan kumar  kundu,"""international conference on recent trends in materials science & devices 2023 (icrtmd-2023)"""
dr. nusrat  jahan,N/A
dr. nusrat  jahan,N/A
md. faruk abdullah al sohan,N/A
md. faruk abdullah al sohan,N/A
rahul biswas,"""international conference on agriculture-centric computation"""
dr. kamruddin md.  nur,"""2nd international conference on big data, lot and machine learning"""
dr. kamruddin md.  nur,"""26th international conference on computing and information technology (iccit)"""
aiman lameesa,"""dsai 2023: 1st international conference on data science & artificial intelligence"""
dr. md. nurul kabir  bhuiyan,N/A
md. hafijur rahman,"""int. conf. on trends in electronics and health informatics 2023"""
dr. s.  mosaddeq ahmed,N/A
dr. md. mozahar  ali,N/A
dr. md. sarowar  hossain,"""effect of niobium doping on magnetic and elastic properties of finemet melt-spun ribbons"""
dr. md. sarowar  hossain,"""photo-induced micro-actuation in the disordered magnetic alloys  and a prototype model of application"""
saikat baul,"""apqn academic conference (aac) 2023"""
"md kishor morol, shuvra smaran das, abdullah al jubair",N/A
"khan, eusha, md hinoy rahman, shobnom mustary, iyolita islam, and sharifa rania mahmud","""be-voting: a secure blockchain enabled voting system"""
saiful azad; amin salem saleh; mufti mahmud; m. shamim kaiser; md. saef ullah miah,N/A
m. saef ullah miah; talha bin sarwar; saima sharleen islam; md. samiul haque; md. masuduzzaman; abhijit bhowmik,N/A
"saima sharleen islam ,  md. samiul haque ,  m. saef ullah miah ,  talha bin sarwar ,  abhijit bhowmik",N/A
"md. ariful islam ,  md. antonin islam ,  md saef ullah miah ,  abhijit bhowmik",N/A
"md nashif iftekhar, md sajid bin- faisal, dip nandi",N/A
"rushee, k.i., rahim, m.s., levula, a., mahdavi, m.",N/A
icca 2022 - 2nd international conference on computing advancements,N/A
"md imtiaz hasan, mehjabin hossain, nazmul hossain, kawser irom rushee",N/A
md. mortuza ahmmed md. ashraful babu jannatul ferdosy srikanta kumar mohapatra,N/A
"nazia alfaz, abul hasnat, alvi md ragib nihal khan, nazmus shakib sayom, abhijit bhowmik",N/A
"md. abdullah al noman majumder, eimon hossain taief, md. nurul amin bhuiyan, m.f. mridha and aloke kumar saha",N/A
dr. saiful islam and dr. s. mosaddeq ahmed,N/A
"shakila rahman, seokhoon yoon",N/A
md sohidul islam,N/A
"abdus salam, rolf schwitter and mehmet a. orgun",N/A
"md sabbir shikder, md mehedi hasan, sifat hasan wakib, anisha tasnim, md. shahriar rahman","""a traffic flow steering algorithm for hybrid terrestrial-satellite backhaul network"""
"md. faruk abdullah al sohan, nusrat jahan anannya, afroza nahar, kolpona","""preliminary findings: use of cnn powered criminal identification system"""
"md moniruzzaman, a. g. m. zaman, rifah tasnia, mehnur khanam, sutopa biswas","""early-stage diabetes prediction using data mining algorithms"""
"tausif fardin sinha, sumaiya gawhar rafia, mohammed alvy rahman, ridwan mannan rahat, rashidul hasan nabil, and abhijit bhowmik",N/A
"olive mazumder, marshia mostafiz mim, abu junaid tanmay, lutfa noor labony, abhijit bhowmik, and rashidul hasan nabil",N/A
"mainul islam mahi, md.shahidullah rakib, mahedi hasan joy, md. rezvi khalid hridoy, aneem-al-ahsan rupai, and rashidul hasan nabil",N/A
"mouri, israt jahan and ridowan, muhammad and adnan, muhammad abdullah",N/A
"khondoker shahrina, sumya sultana meem, debashish sarker, rubyet hossain, md.al-amin",N/A
"oishi chowdhury, md.al-samiul amin rishat, md. hanif bin azam, md al amin",N/A
"humayra ferdous, susmita afroz",N/A
"md. faruk abdullah al sohan, afroza nahar",N/A
"s. shahriar, md. sakir hossain, s. a. tonny, b. majumder, and r. mahajabin",N/A
"5. m. s. ibrhaim, md. sakir hossain, g. mostafa, and m. islam",N/A
