title,url,authors
Determinants of Audit Pricing in Bangladesh: Evidence from the Supply and Demand Side,https://bup.edu.bd/research/47,Authors not found
"Impact of Environmental, Social and Governance (ESG) Disclosure on Investment Decision: Empirical Evidence from Bangladesh",https://bup.edu.bd/research/46,Authors not found
"A Study of Counter- Terrorism Measures in Bangladesh: to kill, That is the Question",https://bup.edu.bd/research/45,Authors not found
Interpretive Structural Modeling (Ism) Approach to Understand the Critical Success Factors and Barriers for Effective Humanitarian Supply Chain Management in Rohingya Crisis of Bangladesh,https://bup.edu.bd/research/44,Authors not found
Finding an Appropriate Smoothing Constant for Double Exponential Smoothing Method in RMG Sector,https://bup.edu.bd/research/43,Authors not found
Effects of Cyclone Bulbul and Social Vulnerability: A Study on the Southern,https://bup.edu.bd/research/42,Authors not found
Socio-economic Status Mobility and Women Status in Bangladesh: A Micro- Level Analysis,https://bup.edu.bd/research/41,Authors not found
Violence Against Women in Public Transport in Dhaka City: Ways to Address the Issue,https://bup.edu.bd/research/40,Authors not found
Effects of Remittances on Poverty among Rural Areas in Bangladesh: A Study on the Selected Villages in Gopalganj District,https://bup.edu.bd/research/39,Authors not found
"Immobility of Environmentally Stressed Farmers: A Case Study of Batiaghata Upazila, Khulna",https://bup.edu.bd/research/38,Authors not found
EFL Learners Perception of Metacognitive Reading Strategy and Academic Performance: A Survey of Undergraduate Students in Bangladesh,https://bup.edu.bd/research/37,Authors not found
Integration of Information and Communication Technology in English Teaching at University Level in Bangladesh to Face the Challenges of Education 4.0,https://bup.edu.bd/research/36,Authors not found
Estimating the Economic Benefits of Universal  Health Coverage for  Climate-Induced Diseases in Southwest  Coastal Region of  Bangladesh,https://bup.edu.bd/research/35,Authors not found
"Socio-economic  Condition, Dietary  Pattern and Nutritional  Status of Pre-School  Children among Settlers  and Ethnic Communities  in Bandarban District of  Bangladesh",https://bup.edu.bd/research/34,Authors not found
Awarded Researcher List of MPhil,https://bup.edu.bd/research/33,Authors not found
Awarded Researcher List of PhD,https://bup.edu.bd/research/32,Authors not found
Principals’ Leadership Styles in Schools and  Colleges in Bangladesh,https://bup.edu.bd/research/31,Authors not found
An Integrated Knowledge  Management Model for  Organizational  Performance  Improvement in  Bangladeshi Enterprises,https://bup.edu.bd/research/30,Authors not found
Re-emergence of  Myanmar and its  Relations with  Bangladesh,https://bup.edu.bd/research/29,Authors not found
Electoral Governance: Role of the Electoral  Management Body and  other Stakeholders in the  Context of Bangladesh,https://bup.edu.bd/research/28,Authors not found
Regional Conn ectivity through Road  Network: Impact on  Bangladesh Economy  and Security.,https://bup.edu.bd/research/27,Authors not found
Development of an  Analytical Model of Lean Manufacturing System  for the Apparel Industry  in Bangladesh,https://bup.edu.bd/research/26,Authors not found
Role of Services  Marketing in Reducing Poverty: An Empirical  Study on Dhaka City in  Bangladesh,https://bup.edu.bd/research/25,Authors not found
Land Tenure Complexity  in Bangladesh and its  Socio-economic Impact  on Rural life,https://bup.edu.bd/research/24,Authors not found
Connectivity in South  Asia: Impact on  Bangaldesh Economy  and Development,https://bup.edu.bd/research/23,Authors not found
Effects of Digital Media  on Fast Moving  Consumer Goods (FMCG)  Sector in Bangladesh,https://bup.edu.bd/research/22,Authors not found
Communicative English  Language Teaching at  the Secondary Level in  Bangladesh: Constraints  and Considerations,https://bup.edu.bd/research/21,Authors not found
"Monir, M. Naureen, N. Salauddin, M. Azmain, M, A. (2020).  Household Food Security Status During COVID-19:Evidence from A Slum in Dhaka City. The Jahangirnagar Economic Review. (31)",https://bup.edu.bd/research/20,Authors not found
"M.N. Uddin, K.E. Hoque, M.M. Billah, The impact of multiple stenosis and aneurysms on arterial diseases: A cardiovascular study, Heliyon 10 (2024) e26889.  https://doi.org/10.1016/j.heliyon.2024.e26889.",https://bup.edu.bd/research/19,Authors not found
"A review of Communication Tools and Techniques for Successful ICT Projects  Ernest Mnkandla, University of South Africa",https://bup.edu.bd/research/18,Authors not found
The State of the Practice of Agile and Plan-Driven Approaches in ICT Development Projects: An Exploratory Research Study,https://bup.edu.bd/research/17,Authors not found
Exploring the Link between ICT and Development in the Context of Developing Countries: A Literature Review,https://bup.edu.bd/research/16,Authors not found
"Barman, N., Dhali, M.N. and Hasan, M.B., 2021. Finding Appropriate Smoothing Constant for Demand Forecasting of Private Cars in Dhaka City. International Journal of Mathematics and Computation, 32(1).",https://bup.edu.bd/research/15,Authors not found
"Saima, F.N. and Ghosh, R. (2024), ""Is the capital market of Bangladesh ready to reap the benefits of voluntary Integrated Reporting disclosures? Insights from the equity investment experts"", International Journal of Disclosure and Governance, (Accepted for Publication), SCOPUS (Q2), ABDC (B) Ranked, ABS (2), ESCI Indexed, Impact Factor: 2.70",https://bup.edu.bd/research/14,Authors not found
Impact Assessment of ICT-for-Development Projects: A Compendium of Approaches,https://bup.edu.bd/research/13,Authors not found
Change Management  and its Implementation  in Organizations of  Bangladesh,https://bup.edu.bd/research/12,Authors not found
Invited Commentary—Reflections on ICT-enabled Bright Society Research,https://bup.edu.bd/research/11,Authors not found
Dependency of Organizational Performance on Supply Chain Management Processes: A study on Base Technology,https://bup.edu.bd/research/10,Authors not found
"Uddin N, and Ullah, MN, (2019), “Maiden Zola Parishad Election in the History of Bangladesh: An Analysis of People’s Participation and Representative’s Accountability” (Article), IOSR Journal Of Humanities And Social Science (IOSR-JHSS), Volume 24, Issue 3, Ser. 5 (March. 2019) 83-89.",https://bup.edu.bd/research/9,Authors not found
Handicrafts-enacted: Emplacing non-human agency in ethnic tourism. Journal of Hospitality and Tourism Management,https://bup.edu.bd/research/8,Authors not found
Practice of Lean Manufacturing with its effects in Supply ChainPerformances in Bangladesh Readymad Garments,https://bup.edu.bd/research/7,Authors not found
"Alam Zahedul Md.(2010), “SWOT analysis ofPharmaceutical Industry: A Study of some selected Firms in Bangladesh”",https://bup.edu.bd/research/2,Authors not found
"Sub-Regional Transit; Its  Management, Impact on  Development and  Security: Assessment and  Recommendations",https://bup.edu.bd/research/1,Authors not found
